C	Cn	autism_spectrum_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	intellectual_disability	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Alzheimer's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	hypertension	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	autistic_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Huntington's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Parkinson's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	epilepsy_syndrome	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	bipolar_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	schizophrenia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	frontotemporal_dementia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
54	28		2	1.48673	1.38341	[0.32,5.96]	0.657206	1	0.1		0.604134	1			1	1.5543	0.624728	[0.08,4.67]	1	1	0.1		0.334254	1			2	4.70796	0.374582	[0.09,1.59]	0.207347	1	0.1		0.880446	1			4	2.5004	1.72586	[0.59,5.07]	0.306404	1	0.1		0.83238	1			2	1.48673	1.38341	[0.32,5.96]	0.657206	1	0.1		0.604134	1			2	0.87852	2.44906	[0.56,10.71]	0.218256	1	0.1		0.945586	1			2	1.80209	1.1213	[0.26,4.81]	0.700302	1	0.1		0.580814	1			3	2.45535	1.25547	[0.37,4.23]	0.730391	1	0.1		0.495053	1			0	1.77957	0	[0.00,0.00]	1	1	0.1		1	1			4	5.90185	0.618217	[0.21,1.80]	0.485584	1	0.1		0.652195	1			0	1.59936	0	[0.00,0.00]	1	1	0.1		1	1		
55	15		0	0.79646	0	[0.00,0.00]	1	1	0.1		1	1			1	0.832663	1.21849	[0.16,9.40]	0.577545	1	0.1		0.799388	1			2	2.52212	0.758826	[0.17,3.39]	1	1	0.1		0.272292	1			3	1.3395	2.59259	[0.72,9.33]	0.143336	1	0.1		0.962022	1			0	0.79646	0	[0.00,0.00]	1	1	0.1		1	1			0	0.470636	0	[0.00,0.00]	1	1	0.1		1	1			2	0.965406	2.26824	[0.50,10.23]	0.250714	1	0.1		0.933352	1			1	1.31537	0.740741	[0.10,5.69]	1	1	0.1		0.365488	1			1	0.953339	1.05311	[0.14,8.11]	1	1	0.1		0.382594	1			3	3.16171	0.935328	[0.26,3.34]	1	1	0.1		0.250256	1			0	0.856798	0	[0.00,0.00]	1	1	0.1		1	1		
56	21		0	1.11504	0	[0.00,0.00]	1	1	0.1		1	1			0	1.16573	0	[0.00,0.00]	1	1	0.1		1	1			3	3.53097	0.822006	[0.24,2.82]	1	1	0.1		0.231558	1			3	1.8753	1.71914	[0.50,5.93]	0.425187	1	0.1		0.751869	1			0	1.11504	0	[0.00,0.00]	1	1	0.1		1	1			0	0.65889	0	[0.00,0.00]	1	1	0.1		1	1			0	1.35157	0	[0.00,0.00]	1	1	0.1		1	1			1	1.84151	0.515741	[0.07,3.88]	1	1	0.1		0.294175	1			0	1.33467	0	[0.00,0.00]	1	1	0.1		1	1			3	4.42639	0.619691	[0.18,2.12]	0.593745	1	0.1		0.582272	1			2	1.19952	1.75896	[0.40,7.71]	0.33971	1	0.1		0.886434	1		
57	8		1	0.424779	2.57143	[0.31,21.21]	0.354507	1	0.1		0.936793	1			0	0.444087	0	[0.00,0.00]	1	1	0.1		1	1			1	1.34513	0.705357	[0.09,5.76]	1	1	0.1		0.371599	1			1	0.714401	1.46104	[0.18,11.98]	0.527895	1	0.1		0.844754	1			1	0.424779	2.57143	[0.31,21.21]	0.354507	1	0.1		0.936793	1			0	0.251006	0	[0.00,0.00]	1	1	0.1		1	1			0	0.514883	0	[0.00,0.00]	1	1	0.1		1	1			1	0.701529	1.49074	[0.18,12.23]	0.521159	1	0.1		0.849337	1			2	0.508447	5.01299	[1.00,25.25]	0.087012	1	0.1		0.989025	1			3	1.68624	2.261	[0.54,9.52]	0.376405	1	0.1		0.784307	1			0	0.456959	0	[0.00,0.00]	1	1	0.1		1	1		
58	11		0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			0	0.610619	0	[0.00,0.00]	1	1	0.1		1	1			0	1.84956	0	[0.00,0.00]	1	1	0.1		1	1			1	0.982301	1.02	[0.13,8.04]	1	1	0.1		0.387218	1			0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			2	0.345133	7.17718	[1.50,34.39]	0.0441338	1	0.1		0.996038	1			0	0.707965	0	[0.00,0.00]	1	1	0.1		1	1			1	0.964602	1.04074	[0.13,8.21]	1	1	0.1		0.38704	1			0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1			1	2.31858	0.372031	[0.05,2.92]	0.475072	1	0.1		0.741941	1			0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
59	11		1	0.584071	1.79538	[0.23,14.24]	0.452638	1	0.1		0.887881	1			1	0.610619	1.71176	[0.22,13.57]	0.467854	1	0.1		0.879138	1			1	1.84956	0.492308	[0.06,3.87]	0.702022	1	0.1		0.591657	1			0	0.982301	0	[0.00,0.00]	1	1	0.1		1	1			1	0.584071	1.79538	[0.23,14.24]	0.452638	1	0.1		0.887881	1			0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1			0	0.707965	0	[0.00,0.00]	1	1	0.1		1	1			0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1			1	0.699115	1.47949	[0.19,11.71]	0.51584	1	0.1		0.848748	1			2	2.31858	0.830769	[0.18,3.87]	1	1	0.1		0.29136	1			1	0.628319	1.66	[0.21,13.15]	0.477784	1	0.1		0.873207	1		
60	24		0	1.27434	0	[0.00,0.00]	1	1	0.1		1	1			0	1.33226	0	[0.00,0.00]	1	1	0.1		1	1			4	4.0354	0.989268	[0.33,2.92]	1	1	0.1		0.215902	1			3	2.1432	1.46958	[0.43,5.01]	0.467441	1	0.1		0.736643	1			0	1.27434	0	[0.00,0.00]	1	1	0.1		1	1			1	0.753017	1.35126	[0.18,10.27]	0.538083	1	0.1		0.82801	1			1	1.54465	0.627408	[0.08,4.71]	1	1	0.1		0.335955	1			4	2.10459	2.1219	[0.71,6.32]	0.152279	1	0.1		0.947888	1			3	1.52534	2.1485	[0.63,7.36]	0.192049	1	0.1		0.939279	1			5	5.05873	0.98505	[0.36,2.66]	1	1	0.1		0.198853	1			2	1.37088	1.51515	[0.35,6.58]	0.643396	1	0.1		0.606227	1		
61	11		0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			1	0.610619	1.71176	[0.22,13.57]	0.467854	1	0.1		0.879138	1			1	1.84956	0.492308	[0.06,3.87]	0.702022	1	0.1		0.591657	1			0	0.982301	0	[0.00,0.00]	1	1	0.1		1	1			0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1			1	0.707965	1.45949	[0.18,11.55]	0.520416	1	0.1		0.845615	1			0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1			0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1			5	2.31858	3.16148	[0.96,10.44]	0.0607257	1	0.1		0.985292	1			0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
62	14		0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1			0	0.777152	0	[0.00,0.00]	1	1	0.1		1	1			4	2.35398	1.99805	[0.62,6.43]	0.272009	1	0.1		0.855061	1			1	1.2502	0.782517	[0.10,6.04]	1	1	0.1		0.372163	1			0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1			0	0.43926	0	[0.00,0.00]	1	1	0.1		1	1			1	0.901046	1.11977	[0.14,8.67]	0.607972	1	0.1		0.773828	1			2	1.22767	1.74766	[0.39,7.91]	0.351282	1	0.1		0.88271	1			0	0.889783	0	[0.00,0.00]	1	1	0.1		1	1			2	2.95093	0.621154	[0.14,2.79]	0.746339	1	0.1		0.490249	1			1	0.799678	1.27363	[0.16,9.88]	0.563031	1	0.1		0.811728	1		
63	13		1	0.690265	1.49359	[0.19,11.66]	0.509735	1	0.1		0.851335	1			0	0.721641	0	[0.00,0.00]	1	1	0.1		1	1			5	2.18584	3.14338	[1.02,9.71]	0.0519322	1	0.1		0.98724	1			0	1.1609	0	[0.00,0.00]	1	1	0.1		1	1			1	0.690265	1.49359	[0.19,11.66]	0.509735	1	0.1		0.851335	1			0	0.407884	0	[0.00,0.00]	1	1	0.1		1	1			2	0.836685	2.68531	[0.58,12.33]	0.201838	1	0.1		0.954048	1			2	1.13998	1.90824	[0.42,8.72]	0.317855	1	0.1		0.901819	1			1	0.826227	1.23077	[0.16,9.59]	0.575965	1	0.1		0.802059	1			6	2.74014	3.26116	[1.09,9.79]	0.0373414	1	0.1		0.990899	1			1	0.742558	1.38095	[0.18,10.77]	0.536263	1	0.1		0.832728	1		
64	10		0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.555109	0	[0.00,0.00]	1	1	0.1		1	1			0	1.68142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1			1	0.643604	1.62307	[0.20,12.97]	0.48714	1	0.1		0.868395	1			0	0.876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.635559	1.6453	[0.21,13.15]	0.482696	1	0.1		0.871131	1			3	2.1078	1.61169	[0.41,6.28]	0.447655	1	0.1		0.767382	1			0	0.571199	0	[0.00,0.00]	1	1	0.1		1	1		
65	12		0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			2	0.66613	3.47463	[0.75,16.18]	0.140014	1	0.1		0.974899	1			2	2.0177	0.989372	[0.22,4.55]	1	1	0.1		0.297494	1			1	1.0716	0.926446	[0.12,7.24]	1	1	0.1		0.384704	1			0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			0	0.376508	0	[0.00,0.00]	1	1	0.1		1	1			0	0.772325	0	[0.00,0.00]	1	1	0.1		1	1			2	1.05229	2.10093	[0.45,9.71]	0.284059	1	0.1		0.919514	1			0	0.762671	0	[0.00,0.00]	1	1	0.1		1	1			0	2.52936	0	[0.00,0.00]	1	1	0.1		1	1			1	0.685438	1.50779	[0.19,11.85]	0.507879	1	0.1		0.853264	1		
66	10		0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			1	0.555109	1.90359	[0.24,15.24]	0.436309	1	0.1		0.89755	1			2	1.68142	1.23913	[0.26,5.88]	0.678841	1	0.1		0.614147	1			1	0.893001	1.13434	[0.14,9.04]	0.608976	1	0.1		0.777521	1			0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.643604	0	[0.00,0.00]	1	1	0.1		1	1			1	0.876911	1.15741	[0.15,9.22]	0.601985	1	0.1		0.783648	1			0	0.635559	0	[0.00,0.00]	1	1	0.1		1	1			2	2.1078	0.935577	[0.20,4.43]	1	1	0.1		0.302086	1			1	0.571199	1.84603	[0.23,14.78]	0.445876	1	0.1		0.892412	1		
67	13		0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1			2	0.721641	3.15604	[0.69,14.53]	0.15977	1	0.1		0.968644	1			2	2.18584	0.898551	[0.20,4.08]	1	1	0.1		0.292463	1			0	1.1609	0	[0.00,0.00]	1	1	0.1		1	1			0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1			1	0.407884	2.61404	[0.33,20.62]	0.340627	1	0.1		0.939827	1			0	0.836685	0	[0.00,0.00]	1	1	0.1		1	1			0	1.13998	0	[0.00,0.00]	1	1	0.1		1	1			0	0.826227	0	[0.00,0.00]	1	1	0.1		1	1			1	2.74014	0.309387	[0.04,2.39]	0.322206	1	0.1		0.837073	1			1	0.742558	1.38095	[0.18,10.77]	0.536263	1	0.1		0.832728	1		
68	27		2	1.43363	1.44	[0.33,6.21]	0.650781	1	0.1		0.605373	1			2	1.49879	1.37194	[0.32,5.91]	0.658592	1	0.1		0.604076	1			3	4.53982	0.612864	[0.18,2.05]	0.603706	1	0.1		0.564091	1			2	2.4111	0.812477	[0.19,3.48]	1	1	0.1		0.272299	1			2	1.43363	1.44	[0.33,6.21]	0.650781	1	0.1		0.605373	1			2	0.847144	2.54919	[0.58,11.16]	0.206553	1	0.1		0.950361	1			0	1.73773	0	[0.00,0.00]	1	1	0.1		1	1			4	2.36766	1.84017	[0.62,5.42]	0.288154	1	0.1		0.838079	1			3	1.71601	1.875	[0.55,6.37]	0.243336	1	0.1		0.913098	1			6	5.69107	1.07143	[0.43,2.68]	0.814491	1	0.1		0.367604	1			1	1.54224	0.62967	[0.08,4.71]	1	1	0.1		0.33591	1		
69	18		2	0.955752	2.26758	[0.51,10.08]	0.247149	1	0.1		0.934122	1			0	0.999195	0	[0.00,0.00]	1	1	0.1		1	1			6	3.02655	2.51724	[0.93,6.78]	0.101717	1	0.1		0.943756	1			2	1.6074	1.27982	[0.29,5.64]	0.671313	1	0.1		0.604065	1			2	0.955752	2.26758	[0.51,10.08]	0.247149	1	0.1		0.934122	1			0	0.564763	0	[0.00,0.00]	1	1	0.1		1	1			1	1.15849	0.853313	[0.11,6.50]	1	1	0.1		0.3762	1			3	1.57844	2.11132	[0.60,7.41]	0.204782	1	0.1		0.934523	1			1	1.14401	0.865008	[0.11,6.59]	1	1	0.1		0.377004	1			2	3.79405	0.463942	[0.11,2.03]	0.393107	1	0.1		0.760411	1			4	1.02816	4.93817	[1.58,15.41]	0.0162596	1	0.1		0.997474	1		
70	23		0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1			1	1.27675	0.770053	[0.10,5.80]	1	1	0.1		0.365927	1			1	3.86726	0.221154	[0.03,1.65]	0.155913	1	0.1		0.910114	1			1	2.0539	0.458678	[0.06,3.44]	0.71447	1	0.1		0.547699	1			0	1.22124	0	[0.00,0.00]	1	1	0.1		1	1			0	0.721641	0	[0.00,0.00]	1	1	0.1		1	1			0	1.48029	0	[0.00,0.00]	1	1	0.1		1	1			0	2.01689	0	[0.00,0.00]	1	1	0.1		1	1			0	1.46179	0	[0.00,0.00]	1	1	0.1		1	1			1	4.84795	0.167015	[0.02,1.24]	0.0657707	1	0.1		0.959923	1			3	1.31376	2.54118	[0.74,8.76]	0.139599	1	0.1		0.96209	1		
71	11		3	0.584071	6.95833	[1.80,26.87]	0.0173689	1	0.1		0.998193	1			1	0.610619	1.71176	[0.22,13.57]	0.467854	1	0.1		0.879138	1			2	1.84956	1.10038	[0.24,5.13]	1	1	0.1		0.297978	1			0	0.982301	0	[0.00,0.00]	1	1	0.1		1	1			3	0.584071	6.95833	[1.80,26.87]	0.0173689	1	0.1		0.998193	1			0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1			1	0.707965	1.45949	[0.18,11.55]	0.520416	1	0.1		0.845615	1			3	0.964602	3.98349	[1.04,15.24]	0.0643507	1	0.1		0.988611	1			0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1			3	2.31858	1.40878	[0.37,5.35]	0.70864	1	0.1		0.524928	1			0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
72	6		0	0.318584	0	[0.00,0.00]	1	1	0.1		1	1			0	0.333065	0	[0.00,0.00]	1	1	0.1		1	1			1	1.00885	0.989423	[0.11,8.51]	1	1	0.1		0.402824	1			0	0.5358	0	[0.00,0.00]	1	1	0.1		1	1			0	0.318584	0	[0.00,0.00]	1	1	0.1		1	1			0	0.188254	0	[0.00,0.00]	1	1	0.1		1	1			0	0.386163	0	[0.00,0.00]	1	1	0.1		1	1			0	0.526146	0	[0.00,0.00]	1	1	0.1		1	1			0	0.381335	0	[0.00,0.00]	1	1	0.1		1	1			2	1.26468	1.87885	[0.34,10.31]	0.612041	1	0.1		0.647061	1			0	0.342719	0	[0.00,0.00]	1	1	0.1		1	1		
73	7		1	0.371681	3.00256	[0.36,25.31]	0.318094	1	0.1		0.950941	1			2	0.388576	6.9791	[1.33,36.64]	0.0532175	1	0.1		0.995118	1			1	1.17699	0.823718	[0.10,6.88]	1	1	0.1		0.390938	1			1	0.625101	1.70606	[0.20,14.30]	0.481313	1	0.1		0.876608	1			1	0.371681	3.00256	[0.36,25.31]	0.318094	1	0.1		0.950941	1			0	0.21963	0	[0.00,0.00]	1	1	0.1		1	1			2	0.450523	5.93846	[1.13,31.10]	0.0695554	1	0.1		0.992553	1			0	0.613837	0	[0.00,0.00]	1	1	0.1		1	1			0	0.444891	0	[0.00,0.00]	1	1	0.1		1	1			4	1.47546	5.05426	[1.12,22.73]	0.0394557	1	0.1		0.994196	1			0	0.399839	0	[0.00,0.00]	1	1	0.1		1	1		
74	22		1	1.16814	0.846886	[0.11,6.39]	1	1	0.1		0.374236	1			1	1.22124	0.807423	[0.11,6.09]	1	1	0.1		0.370659	1			2	3.69912	0.489855	[0.11,2.11]	0.562386	1	0.1		0.601573	1			4	1.9646	2.3136	[0.77,6.96]	0.125867	1	0.1		0.960198	1			1	1.16814	0.846886	[0.11,6.39]	1	1	0.1		0.374236	1			0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1			0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1			3	1.9292	1.66087	[0.48,5.70]	0.433063	1	0.1		0.749902	1			1	1.39823	0.697802	[0.09,5.26]	1	1	0.1		0.354047	1			5	4.63717	1.10323	[0.40,3.02]	0.794815	1	0.1		0.402877	1			0	1.25664	0	[0.00,0.00]	1	1	0.1		1	1		
75	17		0	0.902655	0	[0.00,0.00]	1	1	0.1		1	1			0	0.943685	0	[0.00,0.00]	1	1	0.1		1	1			1	2.85841	0.305889	[0.04,2.32]	0.33422	1	0.1		0.815055	1			1	1.5181	0.634091	[0.08,4.83]	1	1	0.1		0.341024	1			0	0.902655	0	[0.00,0.00]	1	1	0.1		1	1			0	0.533387	0	[0.00,0.00]	1	1	0.1		1	1			2	1.09413	1.96239	[0.44,8.73]	0.299936	1	0.1		0.909137	1			1	1.49075	0.646991	[0.08,4.93]	1	1	0.1		0.344537	1			2	1.08045	1.98961	[0.45,8.86]	0.294709	1	0.1		0.911799	1			2	3.58327	0.495385	[0.11,2.18]	0.549134	1	0.1		0.624055	1			2	0.971038	2.23575	[0.50,9.97]	0.252931	1	0.1		0.931766	1		
76	12		0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			1	0.66613	1.55481	[0.20,12.22]	0.497658	1	0.1		0.859986	1			1	2.0177	0.447115	[0.06,3.48]	0.702506	1	0.1		0.563782	1			0	1.0716	0	[0.00,0.00]	1	1	0.1		1	1			0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			0	0.376508	0	[0.00,0.00]	1	1	0.1		1	1			2	0.772325	2.95641	[0.64,13.73]	0.177856	1	0.1		0.962971	1			0	1.05229	0	[0.00,0.00]	1	1	0.1		1	1			1	0.762671	1.34382	[0.17,10.54]	0.546886	1	0.1		0.825665	1			0	2.52936	0	[0.00,0.00]	1	1	0.1		1	1			1	0.685438	1.50779	[0.19,11.85]	0.507879	1	0.1		0.853264	1		
77	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			1	0.504425	2.48077	[0.22,27.49]	0.424645	1	0.1		0.924917	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.508738	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
78	18		3	0.955752	3.68889	[1.04,13.07]	0.0658778	1	0.1		0.98737	1			2	0.999195	2.16045	[0.49,9.59]	0.263675	1	0.1		0.9266	1			10	3.02655	6.44472	[2.51,16.53]	0.000185768	0.348034	0.1		0.999975	1			6	1.6074	5.33333	[1.96,14.50]	0.00337289	1	0.1		0.999478	1			3	0.955752	3.68889	[1.04,13.07]	0.0658778	1	0.1		0.98737	1			3	0.564763	6.60556	[1.83,23.83]	0.0168216	1	0.1		0.998152	1			1	1.15849	0.853313	[0.11,6.50]	1	1	0.1		0.3762	1			3	1.57844	2.11132	[0.60,7.41]	0.204782	1	0.1		0.934523	1			2	1.14401	1.86364	[0.42,8.25]	0.318901	1	0.1		0.898829	1			7	3.79405	2.42068	[0.93,6.31]	0.0778907	1	0.1		0.965054	1			1	1.02816	0.970588	[0.13,7.40]	1	1	0.1		0.380974	1		
79	15		3	0.79646	4.62302	[1.27,16.80]	0.0411347	1	0.1		0.993643	1			1	0.832663	1.21849	[0.16,9.40]	0.577545	1	0.1		0.799388	1			3	2.52212	1.24029	[0.35,4.43]	0.727708	1	0.1		0.51128	1			3	1.3395	2.59259	[0.72,9.33]	0.143336	1	0.1		0.962022	1			3	0.79646	4.62302	[1.27,16.80]	0.0411347	1	0.1		0.993643	1			0	0.470636	0	[0.00,0.00]	1	1	0.1		1	1			3	0.965406	3.73701	[1.03,13.52]	0.0666479	1	0.1		0.987404	1			5	1.31537	5.40385	[1.81,16.11]	0.006959	1	0.1		0.998969	1			3	0.953339	3.78947	[1.05,13.72]	0.064621	1	0.1		0.987946	1			8	3.16171	4.38245	[1.57,12.20]	0.00566244	1	0.1		0.998911	1			0	0.856798	0	[0.00,0.00]	1	1	0.1		1	1		
80	14		0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1			1	0.777152	1.31335	[0.17,10.19]	0.552416	1	0.1		0.819993	1			1	2.35398	0.377589	[0.05,2.90]	0.486526	1	0.1		0.727991	1			2	1.2502	1.71254	[0.38,7.75]	0.35985	1	0.1		0.877736	1			0	0.743363	0	[0.00,0.00]	1	1	0.1		1	1			1	0.43926	2.41093	[0.31,18.91]	0.361534	1	0.1		0.931163	1			1	0.901046	1.11977	[0.14,8.67]	0.607972	1	0.1		0.773828	1			0	1.22767	0	[0.00,0.00]	1	1	0.1		1	1			0	0.889783	0	[0.00,0.00]	1	1	0.1		1	1			0	2.95093	0	[0.00,0.00]	1	1	0.1		1	1			1	0.799678	1.27363	[0.16,9.88]	0.563031	1	0.1		0.811728	1		
81	12		0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			1	0.66613	1.55481	[0.20,12.22]	0.497658	1	0.1		0.859986	1			1	2.0177	0.447115	[0.06,3.48]	0.702506	1	0.1		0.563782	1			1	1.0716	0.926446	[0.12,7.24]	1	1	0.1		0.384704	1			0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			0	0.376508	0	[0.00,0.00]	1	1	0.1		1	1			0	0.772325	0	[0.00,0.00]	1	1	0.1		1	1			0	1.05229	0	[0.00,0.00]	1	1	0.1		1	1			1	0.762671	1.34382	[0.17,10.54]	0.546886	1	0.1		0.825665	1			3	2.52936	1.25097	[0.34,4.65]	0.724154	1	0.1		0.5218	1			2	0.685438	3.36812	[0.72,15.67]	0.146736	1	0.1		0.97292	1		
82	11		1	0.584071	1.79538	[0.23,14.24]	0.452638	1	0.1		0.887881	1			1	0.610619	1.71176	[0.22,13.57]	0.467854	1	0.1		0.879138	1			3	1.84956	1.86772	[0.49,7.10]	0.408343	1	0.1		0.772012	1			1	0.982301	1.02	[0.13,8.04]	1	1	0.1		0.387218	1			1	0.584071	1.79538	[0.23,14.24]	0.452638	1	0.1		0.887881	1			0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1			1	0.707965	1.45949	[0.18,11.55]	0.520416	1	0.1		0.845615	1			0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1			1	0.699115	1.47949	[0.19,11.71]	0.51584	1	0.1		0.848748	1			3	2.31858	1.40878	[0.37,5.35]	0.70864	1	0.1		0.524928	1			0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
83	22		0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1			1	1.22124	0.807423	[0.11,6.09]	1	1	0.1		0.370659	1			0	3.69912	0	[0.00,0.00]	1	1	0.1		1	1			1	1.9646	0.480952	[0.06,3.61]	0.713744	1	0.1		0.561854	1			0	1.16814	0	[0.00,0.00]	1	1	0.1		1	1			0	0.690265	0	[0.00,0.00]	1	1	0.1		1	1			0	1.41593	0	[0.00,0.00]	1	1	0.1		1	1			4	1.9292	2.3619	[0.78,7.11]	0.1197	1	0.1		0.962847	1			1	1.39823	0.697802	[0.09,5.26]	1	1	0.1		0.354047	1			0	4.63717	0	[0.00,0.00]	1	1	0.1		1	1			0	1.25664	0	[0.00,0.00]	1	1	0.1		1	1		
84	18		0	0.955752	0	[0.00,0.00]	1	1	0.1		1	1			0	0.999195	0	[0.00,0.00]	1	1	0.1		1	1			2	3.02655	0.614734	[0.14,2.69]	0.753056	1	0.1		0.474875	1			0	1.6074	0	[0.00,0.00]	1	1	0.1		1	1			0	0.955752	0	[0.00,0.00]	1	1	0.1		1	1			0	0.564763	0	[0.00,0.00]	1	1	0.1		1	1			0	1.15849	0	[0.00,0.00]	1	1	0.1		1	1			1	1.57844	0.608388	[0.08,4.62]	1	1	0.1		0.332668	1			1	1.14401	0.865008	[0.11,6.59]	1	1	0.1		0.377004	1			3	3.79405	0.745946	[0.21,2.60]	0.77866	1	0.1		0.441711	1			1	1.02816	0.970588	[0.13,7.40]	1	1	0.1		0.380974	1		
85	10		0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			1	0.555109	1.90359	[0.24,15.24]	0.436309	1	0.1		0.89755	1			0	1.68142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1			1	0.643604	1.62307	[0.20,12.97]	0.48714	1	0.1		0.868395	1			0	0.876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.635559	0	[0.00,0.00]	1	1	0.1		1	1			2	2.1078	0.935577	[0.20,4.43]	1	1	0.1		0.302086	1			0	0.571199	0	[0.00,0.00]	1	1	0.1		1	1		
86	10		0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.555109	0	[0.00,0.00]	1	1	0.1		1	1			1	1.68142	0.547543	[0.07,4.35]	1	1	0.1		0.321159	1			1	0.893001	1.13434	[0.14,9.04]	0.608976	1	0.1		0.777521	1			0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.635559	1.6453	[0.21,13.15]	0.482696	1	0.1		0.871131	1			2	2.1078	0.935577	[0.20,4.43]	1	1	0.1		0.302086	1			0	0.571199	0	[0.00,0.00]	1	1	0.1		1	1		
