C	Cn	autism_spectrum_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	intellectual_disability	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Alzheimer's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	hypertension	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	autistic_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Huntington's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Parkinson's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	epilepsy_syndrome	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	bipolar_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	schizophrenia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	frontotemporal_dementia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
69	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
70	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
71	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			2	0.504425	9.98068	[0.90,110.59]	0.0703861	1	0.1		0.995303	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			0	0.632341	0	[0.00,0.00]	1	1	0.1		1	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
72	1		1	0.0530973	0	[0.00,0.00]	0.0530973	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0530973	0	[0.00,0.00]	0.0530973	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
73	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
74	20		1	1.06195	0.937652	[0.12,7.11]	0.712421	1	0.1		0.379498	1			0	1.11022	0	[0.00,0.00]	1	1	0.1		1	1			3	3.36283	0.871216	[0.25,3.00]	0.559014	1	0.1		0.238681	1			1	1.786	0.532536	[0.07,4.02]	0.454218	1	0.1		0.302539	1			1	1.06195	0.937652	[0.12,7.11]	0.712421	1	0.1		0.379498	1			0	0.627514	0	[0.00,0.00]	1	1	0.1		1	1			2	1.28721	1.63105	[0.37,7.16]	0.23977	1	0.1		0.867125	1			0	1.75382	0	[0.00,0.00]	1	1	0.1		1	1			2	1.27112	1.65368	[0.38,7.26]	0.237447	1	0.1		0.870797	1			6	4.21561	1.61886	[0.62,4.25]	0.296632	1	0.1		0.72032	1			4	1.1424	4.31343	[1.40,13.26]	0.0194311	1	0.1		0.995823	1		
75	8		0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1			0	0.444087	0	[0.00,0.00]	1	1	0.1		1	1			0	1.34513	0	[0.00,0.00]	1	1	0.1		1	1			0	0.714401	0	[0.00,0.00]	1	1	0.1		1	1			0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1			0	0.251006	0	[0.00,0.00]	1	1	0.1		1	1			0	0.514883	0	[0.00,0.00]	1	1	0.1		1	1			1	0.701529	1.49074	[0.18,12.23]	0.370496	1	0.1		0.849337	1			0	0.508447	0	[0.00,0.00]	1	1	0.1		1	1			0	1.68624	0	[0.00,0.00]	1	1	0.1		1	1			0	0.456959	0	[0.00,0.00]	1	1	0.1		1	1		
76	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			1	0.504425	2.48077	[0.22,27.49]	0.349562	1	0.1		0.924917	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			0	0.632341	0	[0.00,0.00]	1	1	0.1		1	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
77	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
78	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
79	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
80	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			0	0.504425	0	[0.00,0.00]	1	1	0.1		1	1			2	0.2679	20.7523	[1.87,230.72]	0.0216431	1	0.1		0.999305	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			0	0.632341	0	[0.00,0.00]	1	1	0.1		1	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
81	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			1	0.128721	14.7089	[0.91,237.38]	0.120533	1	0.1		0.995906	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
82	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
83	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
84	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
85	19		0	1.00885	0	[0.00,0.00]	1	1	0.1		1	1			1	1.05471	0.944444	[0.12,7.18]	0.715165	1	0.1		0.380049	1			3	3.19469	0.926578	[0.27,3.21]	0.600068	1	0.1		0.243933	1			2	1.6967	1.20345	[0.27,5.28]	0.447195	1	0.1		0.596182	1			0	1.00885	0	[0.00,0.00]	1	1	0.1		1	1			0	0.596138	0	[0.00,0.00]	1	1	0.1		1	1			1	1.22285	0.805204	[0.11,6.11]	0.651332	1	0.1		0.371491	1			2	1.66613	1.22815	[0.28,5.39]	0.451168	1	0.1		0.598818	1			1	1.20756	0.816239	[0.11,6.19]	0.657094	1	0.1		0.37261	1			1	4.00483	0.204981	[0.03,1.54]	0.0661995	1	0.1		0.0554689	1			2	1.08528	1.96931	[0.45,8.70]	0.206815	1	0.1		0.910326	1		
86	7		0	0.371681	0	[0.00,0.00]	1	1	0.1		1	1			0	0.388576	0	[0.00,0.00]	1	1	0.1		1	1			1	1.17699	0.823718	[0.10,6.88]	0.665637	1	0.1		0.390938	1			0	0.625101	0	[0.00,0.00]	1	1	0.1		1	1			0	0.371681	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21963	0	[0.00,0.00]	1	1	0.1		1	1			0	0.450523	0	[0.00,0.00]	1	1	0.1		1	1			0	0.613837	0	[0.00,0.00]	1	1	0.1		1	1			0	0.444891	0	[0.00,0.00]	1	1	0.1		1	1			0	1.47546	0	[0.00,0.00]	1	1	0.1		1	1			0	0.399839	0	[0.00,0.00]	1	1	0.1		1	1		
87	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
88	11		0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			1	0.610619	1.71176	[0.22,13.57]	0.346992	1	0.1		0.879138	1			4	1.84956	2.86272	[0.83,9.87]	0.0723527	1	0.1		0.975173	1			0	0.982301	0	[0.00,0.00]	1	1	0.1		1	1			0	0.584071	0	[0.00,0.00]	1	1	0.1		1	1			0	0.345133	0	[0.00,0.00]	1	1	0.1		1	1			1	0.707965	1.45949	[0.18,11.55]	0.366031	1	0.1		0.845615	1			0	0.964602	0	[0.00,0.00]	1	1	0.1		1	1			0	0.699115	0	[0.00,0.00]	1	1	0.1		1	1			0	2.31858	0	[0.00,0.00]	1	1	0.1		1	1			0	0.628319	0	[0.00,0.00]	1	1	0.1		1	1		
89	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
90	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			0	0.504425	0	[0.00,0.00]	1	1	0.1		1	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			0	0.632341	0	[0.00,0.00]	1	1	0.1		1	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
91	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
92	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			1	0.11424	16.7286	[1.04,270.28]	0.107801	1	0.1		0.996781	1		
93	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			1	0.1786	10.2818	[0.64,165.53]	0.162782	1	0.1		0.992091	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
94	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			2	0.11424	0	[0.00,0.00]	0.00321932	1	0.1		1	1		
95	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			1	0.168142	0	[0.00,0.00]	0.168142	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
96	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0635559	0	[0.00,0.00]	0.0635559	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
97	5		0	0.265487	0	[0.00,0.00]	1	1	0.1		1	1			0	0.277554	0	[0.00,0.00]	1	1	0.1		1	1			1	0.840708	1.23798	[0.14,11.13]	0.801161	1	0.1		0.403476	1			0	0.4465	0	[0.00,0.00]	1	1	0.1		1	1			0	0.265487	0	[0.00,0.00]	1	1	0.1		1	1			0	0.156879	0	[0.00,0.00]	1	1	0.1		1	1			1	0.321802	3.66772	[0.41,33.21]	0.247331	1	0.1		0.963973	1			0	0.438455	0	[0.00,0.00]	1	1	0.1		1	1			0	0.31778	0	[0.00,0.00]	1	1	0.1		1	1			0	1.0539	0	[0.00,0.00]	1	1	0.1		1	1			1	0.285599	4.17143	[0.46,37.82]	0.226389	1	0.1		0.971242	1		
98	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
99	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
100	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			1	0.111022	17.25	[1.07,278.78]	0.104943	1	0.1		0.996961	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
101	26		1	1.38053	0.708923	[0.09,5.31]	0.593755	1	0.1		0.355259	1			1	1.44328	0.675882	[0.09,5.06]	0.571245	1	0.1		0.34822	1			3	4.37168	0.640144	[0.19,2.15]	0.339644	1	0.1		0.179544	1			1	2.3218	0.402545	[0.05,3.00]	0.308754	1	0.1		0.223156	1			1	1.38053	0.708923	[0.09,5.31]	0.593755	1	0.1		0.355259	1			0	0.815768	0	[0.00,0.00]	1	1	0.1		1	1			2	1.67337	1.21688	[0.28,5.24]	0.450093	1	0.1		0.594241	1			5	2.27997	2.54808	[0.94,6.90]	0.0488507	1	0.1		0.978716	1			2	1.65245	1.23377	[0.29,5.32]	0.452837	1	0.1		0.595927	1			5	5.48029	0.889383	[0.33,2.38]	0.522156	1	0.1		0.191621	1			3	1.48512	2.20396	[0.65,7.52]	0.125674	1	0.1		0.943727	1		
102	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
103	35		2	1.85841	1.08333	[0.25,4.62]	0.425534	1	0.1		0.572706	1			2	1.94288	1.03211	[0.24,4.39]	0.693124	1	0.1		0.282568	1			4	5.88496	0.631314	[0.22,1.81]	0.272969	1	0.1		0.139084	1			1	3.1255	0.293583	[0.04,2.17]	0.16377	1	0.1		0.127683	1			2	1.85841	1.08333	[0.25,4.62]	0.425534	1	0.1		0.572706	1			0	1.09815	0	[0.00,0.00]	1	1	0.1		1	1			1	2.25261	0.420328	[0.06,3.11]	0.327951	1	0.1		0.233714	1			0	3.06919	0	[0.00,0.00]	1	1	0.1		1	1			2	2.22446	0.890201	[0.21,3.78]	0.613621	1	0.1		0.278726	1			3	7.37731	0.343509	[0.10,1.13]	0.0426424	1	0.1		0.0302421	1			3	1.9992	1.57169	[0.47,5.26]	0.312146	1	0.1		0.741536	1		
104	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
