ENTREZ.ID,GENE.NAME,DEGREE,Closeness,Bet,CC,Cl,Clnorm,SP,PR,sgG5,BRIDGE_sgG5,PROB_sgG5,MIX_sgG5,BR_CONSENSUS,BR_CONSENSUS_MAD,BR_CONSENSUS_ADJ,DE,sub
54940,54940,2,0.17600000000000002,57.6301395042422,0,86,3.3848532391673303e-4,4,5.14350401058085e-4,21,0,0.999989406221756,0,0,0,-1.2940225668077099,0,2.4404379483639382
10575,10575,4,0.213,144.804044157168,0.666666666666667,1646,0.00747412188216137,3,6.51498384801806e-4,59,0.0752875988386943,0.999999907215166,0.25,0.0752875988386943,0,-0.962007882290061,0,20.50562815211129
6950,6950,4,0.201,1241,0.5,883,0.00398406374501992,4,7.52227064708442e-4,59,0,0.999999999926115,0,0,0,-1.2940225668077099,1,11.56764926913917
950,950,1,0.183,0,NA,179,7.63879041812086e-4,4,2.84941613908881e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,0,1.8157330464494958
4701,4701,2,0.214,66.9154831389357,0,700,0.00314699868722584,3,5.21566520581495e-4,3,0,0.9999894397914991,0,0,0,-1.2940225668077099,1,5.4286114603746
4705,4705,1,0.2,0,NA,300,0.00131734828767593,4,3.4695144515150297e-4,3,0,0.996670894102727,0,0,0,-1.2940225668077099,0,2.6057475007861357
345557,345557,1,0.223,0,NA,1239,0.00561245260061934,3,2.56169920768654e-4,68,0,0.9900080580177281,0,0,0,-1.2940225668077099,0,9.332038737139944
1917,1917,1,0.204,0,NA,480,0.00214069096747339,4,2.75941311219652e-4,2,0,0.996352679987314,0,0,0,-1.2940225668077099,0,2.2714916793145608
114876,114876,2,0.23600000000000002,71.5365728799907,0,1846,0.00838894708193632,2,4.19430705531991e-4,38,0.29343235838972803,0.9977918020733041,0.5,0.29343235838972803,0,0,0,32.30585532289165
9751,9751,1,0.156,0,NA,14,9.14825199774953e-6,5,4.2358943974853797e-4,46,0,0.999842470069313,0,0,0,-1.2940225668077099,0,1.5912378529605318
5694,5694,3,0.22399999999999998,0.25,0.666666666666667,2101,0.00955534921164938,3,4.8354464776822e-4,87,0,0.999999717867513,0,0,0,-1.2940225668077099,1,29.33671342062849
1537,1537,1,0.16399999999999998,0,NA,44,1.46372031963992e-4,4,3.27721537510952e-4,21,0,0.996665608129565,0,0,0,-1.2940225668077099,0,1.7274370037023892
5184,5184,1,0.22699999999999998,0,NA,1518,0.0068886337543054,3,2.4258330281595698e-4,26,0,0.995560488346282,0,0,0,-1.2940225668077099,0,14.710032511841606
