entA,entB
51699,55737
51699,55737
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
3735,7965
1639,22919
1639,22919
7415,7415
7415,7415
5058,5093
5058,5093
5058,5093
5058,5093
2617,2617
2617,2617
10935,10935
10935,10935
10935,10935
10935,10935
4137,5654
4137,5654
1398,5478
1398,5478
1398,5478
4735,5413
23157,5413
10059,6455
6717,6717
5184,7874
1213,9146
1465,1465
1915,5335
1936,3895
2512,51678
2316,3688
29072,3064
2017,22941
4893,5910
387,5910
5066,8997
1739,3739
5868,9135
5906,5910
149371,5898
6176,6181
6181,6181
1191,1191
30011,6457
164,6855
162,164
2194,2194
23647,382
6854,6854
5901,5902
2475,29979
274,8723
5879,5910
23647,5879
1785,50944
1785,22941
6453,9522
22883,321
10006,55740
22941,8874
10059,2932
50944,8874
29979,5034
29993,29993
10128,55201
10492,5781
2037,2286
2037,2890
10681,2785
51429,51678
149371,55770
10092,10093
64225,84100
529,534
1072,60
11235,8428
23265,9146
2947,2947
56474,56474
26060,55198
1073,60
3983,7431
60491,7431
60,60
5049,5050
1073,71
10313,5780
10152,7414
327,327
80318,9146
5704,5705
3190,3190
1072,71
71,71
60491,60491
10458,51517
11034,60
3735,7965
6455,6455
11135,998
23265,84816
149371,9146
2670,7431
5372,5870
5050,5050
84245,84245
11345,23786
327,79876
10313,57142
23157,4735
29979,29979
60,71
1936,1937
10982,60491
11345,79876
5050,91782
1933,1937
5682,7431
10982,10982
57142,8775
1398,5706
55577,55577
140885,23321
6652,6652
7360,7360
11034,71
443,443
5631,5631
10016,10016
10982,22924
29979,6782
27316,3190
2752,2752
3190,9444
29979,9146
10313,10313
27316,9491
2512,2512
5700,5708
5701,5711
216,216
8027,9146
387,392
4830,4830
3612,3612
6717,6717
1173,163
10587,5702
23111,7846
1399,613
1399,613
71,7114
2571,5566
2571,5581
221692,5499
476,5578
476,5594
476,5595
5868,6386
10529,7791
3927,7791
1072,10808
10808,83658
11140,3320
2913,5494
6867,9793
5868,8411
1639,667
1072,3984
50944,9229
50944,50944
60491,60491
1739,815
28964,8541
11033,5581
2904,9743
387,9743
9743,998
55770,5898
1500,2534
5879,9743
9743,998
25801,6717
2534,9743
5861,5877
387,6093
387,3895
2769,7265
2549,6093
3074,3074
5594,5604
23066,9690
2036,3708
55740,7791
2776,6000
5581,7416
1499,2534
5573,5573
302,5245
85358,8874
161,3064
10133,3064
10419,4155
6867,9793
1457,5048
1459,4691
1457,3181
1457,1936
22948,60
10576,60
5566,6262
5567,6262
11345,5911
11345,5906
2185,2934
2185,2934
1213,51566
10989,51566
396,6457
25978,509
1956,509
56005,7917
25874,6176
8655,8655
1759,5303
10570,6457
2026,374291
23474,84966
2286,7917
55262,55262
11345,23192
3735,5048
293,3735
3897,8682
56267,5877
4140,527
4140,55823
4673,4673
4700,7917
3991,55968
5049,7203
5049,92609
79885,9796
4731,9796
10419,9796
5621,7917
10419,29789
5861,6624
11021,874
10542,5877
5217,5909
1400,57142
1743,23256
51155,6421
1314,8402
112476,6616
5303,6709
10273,4354
217,84966
10574,509
4700,9551
3039,537
613,84966
10980,9377
1508,7917
10540,2775
1743,5217
10980,2010
2010,6456
2010,6457
2026,311
2026,4134
1783,2039
1743,2314
1915,55004
6457,9568
3039,3043
3315,84966
3315,5464
3320,3320
1743,4673
4715,6457
4738,7345
10989,25934
4905,65991
1891,5050
5050,84966
10980,9796
1915,9796
10397,9796
5717,84966
5217,5802
6421,6421
10980,6513
6804,7431
6853,6853
6853,7431
10381,8874
7316,7345
7431,7431
6456,71
1400,217
1937,375
6176,9551
10989,7917
10989,22948
1936,1936
2026,3098
2026,7277
1400,29924
10980,79641
2512,2512
10542,1915
10542,2597
10542,28964
1400,3187
3312,7316
1915,6453
23192,81631
10989,4715
1400,4729
10980,5050
1400,5216
5217,5413
2597,5052
10980,8575
8575,8575
10980,5717
5802,7280
6421,7316
6455,6457
6613,7431
5684,6636
10342,1400
10342,10342
10381,7018
7336,84966
5217,71
4354,509
10574,1400
1915,8655
1915,5217
1400,1936
1891,1937
1937,9446
1400,3336
1937,3735
4905,6176
2597,5050
5050,7280
5684,5687
1937,5717
2597,5717
5717,7280
293,7431
6616,6804
10383,1743
10093,81873
10574,1937
1937,998
1915,3336
1400,5050
1915,5050
1400,5717
1915,5717
1937,5802
1915,6176
6176,7280
7917,9804
10381,1937
1933,1937
1936,1937
7249,7534
847,847
2744,6640
663,998
10987,7345
3039,3043
10458,50944
5864,5876
4035,9479
1742,4035
321,4035
4830,4830
4478,4478
10938,9342
30845,9342
9342,9342
10726,5048
2185,2185
1845,1956
3064,6457
7430,7430
10540,5048
1778,5048
5595,5604
5595,5605
663,998
663,663
392,663
5594,5604
5594,5605
28964,8874
28964,28964
29978,6782
392,998
1742,9146
1742,8573
1742,8831
1741,8831
5478,5530
2280,2280
3799,6616
8655,8655
6616,80725
55914,667
8655,9229
55914,55914
6521,6521
5094,5094
3190,5094
3190,3190
3178,3178
998,998
1741,1742
22895,5864
114569,7163
114569,7164
2885,2885
10612,10612
7706,7706
9135,9135
5868,9135
5702,5705
23176,5413
1453,2697
6285,6285
23647,5879
3984,7534
1739,9229
1741,9229
1742,9228
1742,58512
387,3895
3895,391
5058,8655
5058,8655
10015,10016
2058,3320
2549,2885
2697,7082
128,128
2280,2475
29993,3064
28227,5515
1410,1410
6804,6843
6804,6844
112755,6843
112755,6844
1742,2903
1741,2903
1740,2903
1742,2904
1741,2904
1740,2904
1739,9229
3945,3945
3329,760
3028,351
11069,5911
11069,5906
10645,8536
10645,5566
2316,3688
5170,5170
10092,10093
2185,9600
2185,57605
11276,26088
11276,164
1639,5870
1537,54205
51100,56904
1398,1956
2280,2475
5066,7249
5906,5909
6009,7249
6009,7249
6009,7249
6009,7249
6009,7249
6772,6772
2932,7249
5789,5802
7295,7431
8411,8411
23092,387
23092,998
9743,998
387,9743
321,351
375,375
387,3895
3895,5879
6717,6717
2280,3708
10484,9632
2539,2539
1445,3190
1471,1476
5595,5605
5595,5604
3895,391
387,3895
10612,81
26088,9135
164,9135
6742,6742
6635,6636
387,9181
387,392
2932,5578
6453,6616
1742,3739
50855,998
60491,9318
8411,8411
7408,7791
5216,7408
5217,7408
387,9826
2534,6622
4831,4831
5868,9610
5869,9610
387,9743
5879,9743
1742,4130
23647,382
1020,5058
5594,9149
1845,5595
1845,5594
11276,9522
5868,7879
5869,7879
5870,7879
85358,9229
85358,9228
58512,85358
22941,9229
22941,9228
22941,58512
6709,85358
5595,8682
5594,8682
217,3336
217,3329
3329,3336
1020,5127
6853,6854
6854,7534
6854,7531
1739,9229
1398,7514
2048,2048
30011,6456
30011,56904
30011,30011
10211,10580
387,6093
116986,2036
226,529
230,529
1173,361
5868,8411
7163,7163
7163,7164
7163,7165
7164,7164
7164,7165
7165,7165
7389,7389
1742,9229
1739,9229
1646,1646
23647,5879
23647,23647
5052,5052
5604,5604
5605,5605
5595,5604
5595,5605
5594,5604
2185,5781
3735,55157
55157,7965
3735,7965
10938,30845
10938,10938
348980,348980
1410,1410
1410,3315
2235,2235
10015,10016
10016,311
2550,9568
10121,6712
5599,6416
5594,5604
1739,491
5906,9693
4638,5058
1072,3984
6119,6119
1742,3739
87,87
7791,87
1499,2932
23136,7532
23136,7533
23136,7529
1937,833
10458,8936
6804,6844
6616,6844
6804,6844
6616,6804
10815,6804
10815,6616
10815,6844
6616,6844
2280,2280
1728,1728
6285,6285
5599,5609
396,5879
396,5879
5048,5049
5048,5050
7402,7402
10487,10487
10486,10487
10487,71
1936,2617
1759,1759
8396,8396
3688,7529
3688,4830
2534,2534
9588,9588
2185,2534
4915,53358
4915,5335
81,815
81,816
7431,7431
7431,7431
5170,5566
4830,5879
4830,58497
3476,5537
1739,8573
26056,9230
51377,5714
26088,6272
50855,5879
50855,998
6453,998
10273,3312
10273,3308
10273,3337
10121,6712
10540,65108
5802,8541
5058,5058
5058,5058
1410,5684
7415,80700
506,64756
10133,3064
2549,5781
23637,5870
6176,6176
2048,5335
5127,7534
5127,7533
10971,5127
1173,162
3184,3184
3184,3315
396,5879
396,5879
391,396
387,396
5781,5781
2782,2785
2783,2785
11047,7316
10273,10273
10273,2977
7323,84959
55697,55697
8452,8452
11047,51377
11315,6647
1956,9049
1956,226
1956,7389
1956,7345
1956,7184
1956,873
1956,2805
1956,5864
1465,1956
1072,1956
1937,1956
1956,471
10963,1956
1956,3308
1956,4190
1956,5730
1956,7167
11345,1956
1956,382
1956,6900
1956,2288
1956,9590
1956,5052
1956,79026
1956,2824
10540,1956
1778,1956
1956,23770
1956,7336
11047,1956
1956,5910
1956,3312
1956,51286
1956,8404
1173,1956
10439,1956
1956,9218
10273,1956
1956,5303
51569,7323
7323,93664
7334,93664
196403,7323
196403,7335
23321,7323
7323,7706
7334,7706
10273,10273
7249,7529
7334,7336
7334,7335
6772,81
396,998
408,998
5062,667
1213,5566
1639,6772
2037,7534
2037,7532
2549,2885
2670,6772
2885,3190
2885,3309
3320,5058
3326,6772
3799,9693
3840,5879
2885,4130
4513,7531
2752,4540
2885,4627
4627,5879
4627,7534
2885,4691
5058,5879
5058,998
5062,5879
5062,998
5879,5910
5910,998
5879,6421
2885,6506
6709,6772
6711,6772
23236,6711
29993,6711
2885,6711
6767,998
29993,7171
7316,998
2885,7316
5879,7316
7529,7531
7531,7534
7531,7532
5058,7532
7531,7533
5058,7534
7534,7534
29993,8522
5058,8874
5058,9149
2885,9229
9349,998
9743,998
2885,9743
9826,998
10015,2885
10458,998
10486,7531
10540,2885
10617,2885
10971,7531
10987,5605
10987,7534
10987,7532
11135,998
11346,7532
11346,7534
23108,7531
23108,7534
23136,7532
23580,998
25758,2885
25930,2885
50944,6772
2885,54521
114793,998
136319,5594
146691,54472
147179,2885
282974,2885
2885,399687
140690,7917
10273,4137
10617,128866
10273,26232
10724,8473
1457,8473
4137,8473
7529,815
7529,816
29072,29072
2932,2932
10273,10273
10273,3312
6622,7316
10273,3308
55611,7316
10273,3308
10273,3312
10273,1728
387,55611
10075,10075
1499,2932
1499,2932
10273,3308
10273,3320
816,816
10075,10075
10273,3308
10273,3320
10273,7316
7316,997
7334,7336
1020,7094
10273,4137
5515,5562
3184,3315
3184,3184
481,57447
2475,5578
10987,5605
1191,2885
2098,2885
2885,7018
10342,2885
2885,7249
1509,5594
2597,5594
2286,5595
3337,4893
1915,4893
4893,6717
1915,5911
2286,5911
5265,5911
2512,5911
10987,9097
2023,2885
2885,51596
2271,2885
2512,2885
2885,9948
3956,998
5213,5595
4893,6224
5516,6176
54918,6613
1020,7917
1759,1785
1785,6187
10574,1785
1785,26230
1785,6453
11345,6187
11345,5786
11345,79876
11345,7534
11345,23192
6455,7534
6455,6457
10570,6455
6455,6455
2475,2932
1937,2932
2783,2932
2932,55968
2932,7917
2932,57662
2597,2932
2932,7846
2932,7431
2932,4134
2932,6176
2932,7511
11258,2932
2932,6187
2932,84966
1915,2932
2932,3799
2932,738
23205,2932
11033,2932
10724,2932
2932,51412
2932,80150
2932,80700
2932,4354
2932,51569
2932,8570
2932,29959
1397,5833
26230,7353
6642,7353
23176,6457
23176,6455
51109,51109
6456,6457
129285,6456
10570,6456
26230,6456
30011,6456
6455,6456
2947,6456
6453,6456
3312,5599
5879,7917
396,5879
7389,7431
55968,7415
2597,3735
2597,2806
2597,26578
2597,7531
57142,6232
23564,481
1397,481
2597,6622
1915,6622
396,6391
6457,6457
3628,8655
3735,7965
64837,7965
5518,7965
60,7965
5170,8682
127281,5170
28964,5170
5170,6305
2745,2806
2273,9590
1627,2273
1627,7178
6176,7178
118,81631
1627,81631
55738,81631
81631,9043
6176,81631
1211,81631
5909,81631
23192,81631
30011,6457
396,998
53358,6457
1400,1808
10570,1808
10989,11140
11140,1428
11140,2475
11140,54862
1113,11140
11140,1639
8575,8575
1400,7415
1627,7323
23285,7323
7323,7846
6176,7323
7323,7511
2475,4735
3925,4735
5315,55577
3181,5871
396,51569
10989,213
10989,1915
6613,7431
11344,396
5300,7249
506,5300
5300,5315
23564,5300
5300,7917
3735,7431
7431,7431
1400,7431
6455,7431
10015,10454
10454,5510
10454,28964
10454,1152
10454,1072
10454,1627
10454,51056
10454,80150
10454,51451
10454,114971
10454,2058
10236,10454
10454,6176
10454,5573
310,523
2783,310
26230,310
310,55611
221184,310
3032,310
10574,310
310,7917
2597,310
310,7846
310,7431
310,7114
310,5162
23564,310
310,60
10980,310
1400,310
310,6187
1508,310
310,506
1915,310
10681,310
10381,310
310,51412
310,5315
310,347733
5595,8682
2885,5530
2885,28964
2885,998
1457,3800
408,5595
408,5594
2932,408
3184,5093
26986,5093
3184,5094
26986,5094
10015,30011
7316,8078
10273,10273
10273,3308
2932,4137
10273,4137
3308,6647
10273,10273
7334,7335
7316,7334
6622,6622
10273,10273
10273,3308
10273,6622
8290,9212
5333,5898
8290,9212
5499,6421
7316,8078
7316,7874
55611,7316
10617,7316
7316,7345
6285,6285
7846,87
1605,7846
1605,87
1605,3688
3688,7846
1605,7094
1605,7414
7094,7846
7414,7846
3006,5578
4155,5578
286262,5499
26092,5499
5499,9859
1213,5499
1152,5499
1267,5499
1272,5499
1398,5499
1639,5499
114569,5499
259217,4897
5799,9793
10273,3312
4155,5527
1399,59338
163,6453
351,7532
22905,6453
3267,6453
3268,6453
6453,7461
58513,6453
6453,6453
1213,6453
23647,6453
10015,6453
6453,9135
6453,9229
163,6453
6453,6453
5868,6453
382,6453
23647,6453
5594,5604
5594,5605
5702,5702
11140,11140
5887,7316
1499,3094
5682,5683
5683,5684
5683,5687
5682,5682
5682,5687
5689,5693
5682,5693
5683,5693
5684,5693
5684,9212
5530,5687
5578,8290
29979,351
23190,29979
5689,5693
5689,5696
29979,351
29978,29979
5562,5717
5705,815
7316,8078
10617,7316
30011,7316
6311,6456
6311,6457
9212,9212
128866,25930
25930,6456
10015,128866
10015,6456
10015,30011
3984,4155
1020,1759
10015,9525
10015,10015
7316,9690
7334,7336
7334,7335
1956,5579
10015,10015
26088,375
26088,7316
10015,10015
10015,30011
10273,3320
10273,3312
10273,3308
26088,9135
5901,5902
7334,7335
7334,7336
10617,7316
29979,29979
29978,29978
2554,29979
1072,3984
55611,7316
26088,6272
7316,8027
9212,9212
7316,9100
1213,161
1213,163
1213,164
1213,26088
1213,26088
29979,58513
2048,2048
1457,26088
26986,6311
55968,7415
7316,7334
10910,3320
1759,1759
7316,7336
10273,10273
79876,79876
7317,997
7317,7323
10226,23111
3735,7965
3735,5594
7316,7336
7316,7334
7334,7336
2011,2011
7316,9146
27101,27101
4738,8883
4738,8883
8883,9040
7316,7874
7316,8237
2597,2597
23770,5700
3735,7965
1457,9318
1457,50813
1457,1457
51377,7316
7316,7345
7316,7345
4035,54862
4035,9479
351,8774
22919,4035
351,9479
22919,351
26986,26986
2932,3308
1457,3308
2932,3320
1457,3320
7316,7336
55236,7316
1400,3064
1400,7431
1937,1937
1891,1937
1891,3064
10989,10989
3064,6457
28964,3064
3064,5217
4747,7431
6457,7431
7431,7431
5713,7431
7316,7334
997,997
1020,273
2885,613
26088,9135
10454,8473
8454,997
26088,6272
7334,7336
997,997
26232,3688
7334,7335
7334,7336
8575,8575
9690,9690
3184,3184
10492,3184
10131,5704
2521,5036
1457,5905
5692,8454
8452,8452
5689,5693
5689,5696
5692,5693
5692,5696
5693,5694
5684,5693
5687,5694
5694,5696
5696,5696
5687,5693
5687,5696
5702,5704
5702,5702
4133,4140
10987,29959
10987,7295
4830,4830
1739,2903
1739,2904
1742,2903
1742,2904
4644,8655
8655,9229
8537,8655
10987,4282
8290,9212
5524,9212
4673,9318
26088,26088
2550,2775
1508,30011
5602,6416
128866,128866
128866,27183
25978,25978
27183,27183
25978,26227
10617,2885
10617,8027
10617,128866
11315,11315
9690,9690
7316,997
5594,5594
27101,5594
1457,1457
10938,51479
11315,11315
1742,3739
1739,3739
5048,5048
55737,8724
3420,6311
9444,9491
3190,9444
5094,9444
11047,29979
29979,80318
29979,29979
1155,7874
26088,6272
6311,87
26128,6311
6311,6457
6311,7917
6311,6456
5093,5094
5093,7360
3190,5093
5093,9444
5621,5684
4137,4139
1191,87
2011,9181
2782,54331
2778,2782
2011,7402
5599,6416
6416,6416
2932,4137
4137,5566
2931,4137
1020,4137
2534,2534
5058,998
7415,7415
6311,6457
6311,6456
6455,6457
6455,6456
6455,6455
6456,6457
6456,6456
6457,6457
81,9146
200186,5562
1410,1410
1410,3315
10938,64145
30845,64145
351,9040
2770,2782
2771,2782
2773,2782
2770,2783
2771,2783
2773,2783
1410,1410
1410,1410
1410,1410
4137,4139
4137,5566
2932,4137
2011,5581
1410,1410
2931,4137
4140,4140
1191,5621
1410,6622
10953,7415
10953,51382
10953,5562
3312,832
11315,11315
8454,9040
8452,9040
11315,11315
4155,5595
4155,5594
1020,4155
7316,997
2773,2782
2773,5577
23513,5595
23513,5578
2932,4137
2932,2932
5599,5599
2023,2534
2512,2512
6921,8453
4155,5595
4155,5594
1213,2534
11315,11315
1499,2932
2932,5594
5599,5609
7316,7334
2932,4137
4137,5566
1499,5599
11315,11315
6622,6622
2534,6622
1457,6622
1457,6622
1457,348
1457,1457
1457,4137
11315,11315
2534,6622
2023,2534
2931,5566
2932,5566
11315,11315
1453,6622
1453,4137
4137,5566
5058,5058
1072,3984
3064,3064
11140,348
11140,351
1020,11140
11140,3337
10724,11140
11140,7001
348,348
2193,348
348,7001
348,6009
351,5864
348,6767
348,71
22905,348
348,53822
348,5654
348,9922
348,5110
1072,351
2185,4137
2932,4137
4137,815
4155,5595
2670,9212
5579,5579
2664,2794
2794,7803
5599,9255
26060,26060
1020,4137
2932,4137
10273,3308
10273,3320
5527,5594
1962,847
4137,5566
4137,5524
10133,3064
3064,51466
2512,3064
3064,6867
26578,3064
5524,5579
5499,5579
5579,5579
10000,2932
5599,5609
51466,6709
10458,998
5602,5602
6635,6636
7536,7536
3190,7536
3187,7536
3188,7536
3178,51645
3315,3315
5093,53938
10492,3190
3190,3190
27316,3190
3184,3190
26986,3190
10419,10419
3188,3188
3188,9444
5094,5094
9444,9444
23192,81631
1457,6176
1457,51566
1457,6421
1457,6188
1457,3840
11333,1457
1457,4735
1457,3069
1457,813
1457,27044
1457,5684
1457,1933
1457,1654
1457,490
1457,27316
1457,5567
1457,3181
1457,3326
1457,498
1457,54521
1457,4691
1457,1936
10130,1457
1457,3320
1457,64423
1457,4172
1457,821
1457,23122
1457,9049
10135,4535
10135,2512
2931,5578
2931,5579
2931,5582
7415,7415
7334,7336
286262,5499
5499,8027
23228,5499
10910,1457
2534,2902
2534,2904
2902,818
2904,818
2902,5578
2904,5578
2475,2923
4155,5594
3612,3612
84245,84245
2752,2752
5730,5730
5730,5730
5700,5708
2947,2947
4830,60491
253260,3308
2475,253260
1499,2521
1956,1956
26986,6311
3320,3320
5578,5578
5599,6416
5594,5605
55611,7316
10617,7316
10273,10273
5579,5579
5062,5062
1457,92675
1072,3984
1759,51429
1785,51429
5901,5902
4137,5599
351,5599
351,9479
4082,5579
3151,5578
5578,8650
5581,8650
5579,8650
1457,4627
10728,3320
1213,408
5216,60
310,5566
10133,81631
6921,8065
10273,3312
1499,2932
10133,51552
26056,51552
23305,23305
613,7316
55611,7316
55856,55856
5567,55738
427,57118
6993,7295
6648,6648
509,5265
3939,3939
2597,2597
1191,7917
2773,5905
10617,84284
10454,5516
10454,5518
3476,5515
1845,8573
5094,8573
3688,5162
57118,8452
387,9826
55738,7905
10987,55738
216,217
4627,5515
10728,3326
11135,998
3735,7965
3939,3945
10061,3030
4852,7917
6782,7917
1191,9349
1891,1936
2773,479
351,7165
10454,11151
2885,3190
7295,81
6232,81
6232,87
162,4915
348,55738
2885,7431
2521,27316
25932,3326
23191,2782
147179,2885
10458,57142
4054,5879
23647,5879
23530,9961
2885,7317
128,128
226,226
847,847
87,9253
128,5052
479,4852
479,5479
535,8723
1173,6169
1374,3309
1459,3006
1459,5034
1737,8050
1785,2885
2521,4190
2521,8148
2617,5599
2752,2752
2770,5905
2783,5162
2885,5445
2937,2937
2982,5599
3033,6772
3295,5599
3313,7514
3315,5494
4513,5682
4684,6009
4830,4831
4831,5868
5058,8655
5447,6772
5578,5692
5599,6181
5682,5683
5682,5684
5682,5825
5684,9212
5684,9253
5869,7905
6921,8452
7001,7534
7360,7360
7415,7534
7430,7430
7531,7532
7531,7534
9588,9588
9961,9961
10015,2885
10015,6455
10247,4513
10728,3320
10971,7531
10987,7001
1399,85358
1459,23170
22908,5578
23193,5599
23193,5906
23647,6642
2885,85358
29979,4852
29979,6782
55740,5594
5594,85358
10016,10016
10243,10243
10935,10935
10987,85358
26060,56896
55157,56896
10243,37
5682,87
8050,87
4155,5595
4155,5594
30011,7316
4155,5594
4155,5594
4155,5594
1956,5566
51678,83658
51678,6224
1785,51678
3184,60
1938,3184
3184,4354
2987,3184
3184,5034
2316,3184
3184,6520
3184,5604
10801,3184
10989,3184
28989,3184
3184,51596
1508,3184
3184,7384
10935,3184
23236,2776
38,38
55856,55856
7706,7706
55233,667
55233,5537
5518,6801
6801,8428
29966,6801
1499,29966
29966,8428
7082,9414
10617,8027
10419,813
10498,9444
10419,7534
8659,8659
9135,9135
7316,7316
29979,7316
3300,7316
7316,7323
10982,9212
22924,9212
11315,11315
50944,50944
3612,6285
23192,81631
7323,7323
10273,10273
10273,3312
1499,2932
7316,7323
63893,63893
4155,5579
7316,997
7316,997
11047,51377
51377,51377
2861,6386
7316,7317
6613,6613
8454,9040
7316,7353
7316,7345
55611,7316
7316,80124
1457,6188
10681,54331
10681,2785
2782,54331
7334,7334
7323,7323
997,997
4137,4139
4137,4140
2011,8536
2011,8536
7316,80124
55611,7316
23770,6009
1400,1808
1400,1400
2944,2947
547,5684
9961,9961
816,9961
55697,9961
4735,5413
5413,5413
23157,5413
6804,6804
63908,6804
6804,9342
5684,6804
7317,997
7316,997
10133,9230
2475,2782
2011,4137
2011,4137
4137,7277
10381,4137
5599,5609
10617,7316
10458,2011
10075,8036
10133,10133
2475,84335
2475,2475
5599,7534
4137,5566
4137,5573
2932,4137
10273,3312
10273,10273
10987,8454
10980,10987
1639,4137
10728,3320
2534,4137
2280,2475
11047,7316
55968,7415
10273,7316
7316,8078
10910,1457
286,6708
10273,613
10133,7316
60,60
60,71
1072,60
1073,60
1962,60
10486,60
11034,60
71,71
1072,71
1073,71
1962,71
10486,71
11034,71
87,87
163,293
191,191
216,216
226,226
226,230
10016,311
10342,311
327,327
347,9218
387,396
498,506
527,5684
528,528
3831,663
29979,813
816,816
5912,816
11332,816
817,817
6386,874
55697,883
6386,997
5062,998
11135,998
1072,1073
1073,1073
10486,1073
1073,11034
1327,6386
1400,1400
1400,1809
1410,1410
11332,1410
1781,83658
1808,1808
1808,1809
1808,56896
1933,1937
1936,1936
1936,1937
1936,7178
1974,1974
2010,2010
2051,60491
2098,2098
2170,57698
2286,29979
2512,2512
2512,6386
2539,2539
2670,2670
2752,2752
2781,2781
2885,3190
10617,2885
2885,60491
2912,29979
2937,2937
2947,2947
2947,2949
2949,2949
3190,3190
3190,9444
10152,3190
27316,3190
3251,3251
3251,6386
3382,5862
3612,3612
3615,3615
3735,7965
3796,3796
3799,5577
3799,8887
3927,5684
3927,55964
3939,3945
3939,5602
3945,3945
3958,3958
4144,4144
4282,4282
23549,4354
4355,8825
4735,5413
23157,4735
4830,4830
5034,5034
5050,5050
5110,7965
5213,5213
10152,5300
5372,5870
5413,5413
23157,5413
29979,5479
5515,55697
10152,5562
5631,5631
5682,5684
5682,7415
22919,5682
22924,5682
51100,5682
5684,5684
5684,5687
5684,5692
5684,7536
22859,5684
25930,5684
30011,5684
5684,80017
22924,5689
5700,5708
5700,5711
5701,5711
5702,5702
5702,5706
5706,5706
5706,6386
10213,5713
10313,5780
114569,5780
5834,5834
5860,5860
5864,5877
55198,5878
58473,5910
6050,6386
29979,6184
6252,6386
6285,6285
6386,8618
10152,6386
22924,6386
26578,6386
54585,6386
55577,6386
55964,6386
56648,6386
6455,6455
6455,6456
114569,6455
6470,6470
10313,6642
57142,6642
6652,6652
29979,6782
6843,9342
6844,9342
51100,7165
29979,7316
55611,7323
29979,7335
7360,7360
10152,7408
7414,7414
7415,7415
55968,7415
7791,8825
7791,84816
7965,9255
11235,8428
8514,8514
8522,8522
8573,8825
8574,8574
8575,8575
11034,8887
22931,8887
10152,9146
23265,9146
23647,9146
9217,9885
10152,9743
9961,9961
10016,10016
10105,10152
10133,10133
10133,10890
10152,10152
10152,56243
10247,10247
10313,10313
10342,10342
10458,10458
10486,10486
10540,10540
10767,53918
10768,10768
10801,23157
10982,10982
10982,22919
11047,51377
11311,64145
11332,29979
11345,23786
11345,55738
11345,79876
113146,11345
22919,22919
22919,22924
23157,55964
23190,29979
140885,23321
23549,23549
23564,55697
23647,23647
114569,23647
23786,51090
25813,54927
26060,26060
26060,55198
26060,63893
26086,26086
27316,27316
28970,55697
29925,81567
29979,29979
29979,51144
29979,55739
29979,441518
30011,30011
51100,51100
51100,56904
51181,51181
51466,51466
51571,60491
51699,55737
54438,54438
54585,54585
54828,80262
55156,56181
55233,55964
55577,55577
55964,55964
56474,56474
56648,60491
57142,57142
57698,57698
60491,60491
64853,64853
65991,65991
79026,79026
80318,80318
84056,84056
84245,84245
84959,84959
114569,203068
29072,8290
7316,7334
9690,9690
4155,5594
4155,5594
2475,253260
253260,2932
3925,818
5868,8411
10015,6386
5170,5170
5058,84446
1020,4137
7316,7334
10987,8454
10987,8453
4738,7316
7317,7317
55611,7323
8454,9040
11345,64422
4137,84959
11345,23192
2932,4137
1020,4137
26056,8774
1639,5870
8883,9040
7316,7874
7316,9690
7317,7334
1956,3320
1956,3312
1956,2017
1956,3326
1956,5578
10273,1956
1399,1956
1956,2885
1445,1956
1956,6622
10971,1956
1956,7534
1956,7529
10015,1956
1956,5581
10454,1956
1956,4137
10458,1956
1956,6772
1956,6456
1956,81
1398,1956
1956,2597
1956,6457
1956,5599
1500,1956
1956,408
1956,51429
1956,4915
1956,5058
1956,8874
1956,3308
1956,7846
1956,2549
1956,351
1956,4035
30011,7316
4738,8452
8454,9040
10987,8454
55611,7316
7317,7323
55611,7316
8065,9040
10987,8454
7316,997
7316,7334
30845,64145
10938,64145
10938,10938
10938,30845
30845,30845
22843,5562
5494,5562
5562,84254
10542,213
10542,5265
2932,4137
1020,4137
1453,4137
5515,5837
8428,8428
1457,1457
4140,4140
817,817
4738,55611
2932,4137
5518,5529
5529,5529
5499,5529
11047,51377
55823,7430
55968,7415
7415,80700
23190,7415
6804,9554
5515,8536
51400,5515
51400,8536
7316,7334
7334,7334
7334,7336
10801,30011
1457,55611
55611,7316
10980,10980
7317,997
7317,7334
10617,7316
55611,7316
5034,5034
253260,2932
253260,2931
1499,2932
1499,2931
3315,87
3315,81
286,3315
3315,811
1974,3315
2036,3315
2617,3315
3188,3315
3315,3320
10627,3315
3315,4673
3315,53918
3315,87178
3315,5494
3315,5684
3315,5687
10728,3315
3315,5786
3315,6636
10273,3315
3315,9868
3315,7178
3315,7353
3315,7381
3315,7514
3315,7529
1983,3315
2288,3315
3315,9446
3315,9414
116988,3315
163,3315
3315,8874
3315,8536
10938,3315
23136,3315
3181,3315
3308,3315
3315,55699
3315,3831
3315,7798
3315,4638
3315,8775
3315,51517
10133,3315
3315,84457
3315,5898
3315,6305
3315,6396
3315,6711
3315,9352
3315,7531
120,3315
1982,3315
2037,3315
2665,3315
3315,56850
3069,3315
3315,3326
3309,3315
3315,3315
10075,3315
3315,3476
3315,5700
3315,7431
3315,7533
10971,3315
3315,7534
1457,7323
2915,5578
5705,7431
5704,5705
3735,7965
7965,7965
5578,5578
5879,9743
5578,6812
22933,7277
5789,8541
8541,8541
1457,8473
