Geodesic edge Betweenness.
0.0603877 0.000850345 1063
0.0600779 0.000849542 1064
0.0597642 0.000849476 1065
0.0594496 0.000849565 1066
0.0591388 0.000848955 1067
0.0588241 0.000849071 1068
0.0585132 0.000848487 1069
0.0582057 0.000847266 1070
0.0578959 0.000846468 1071
0.0575912 0.000844707 1072
0.0572764 0.000844841 1073
0.0569619 0.00084491 1074
0.0566496 0.00084459 1075
0.0563403 0.000843695 1076
0.056026 0.000843717 1077
0.0557138 0.000843368 1078
0.0553991 0.000843473 1079
0.0550926 0.000842056 1080
0.0541578 0.000840329 1081
0.0538437 0.000840322 1082
0.0532233 0.000838693 1083
0.0529087 0.000838788 1084
0.052594 0.00083891 1085
0.0522791 0.000839041 1086
0.0519666 0.000838753 1087
0.0516519 0.000838855 1088
0.0513615 0.000834379 1089
0.0510478 0.000834303 1090
0.0507338 0.000834293 1091
0.0501052 0.000834198 1092
0.0497908 0.000834244 1093
0.0494767 0.000834233 1094
0.0491619 0.000834371 1095
0.0488501 0.000833919 1096
0.0485354 0.000834039 1097
0.0482243 0.000833464 1098
0.0476034 0.000831912 1099
0.046983 0.000830262 1100
0.0461037 0.000817868 1101
0.045789 0.000817988 1102
0.0454844 0.000816137 1103
0.0451716 0.000815893 1104
0.0448571 0.000815955 1105
0.0445434 0.000815864 1106
0.0442289 0.000815945 1107
0.0433033 0.000812357 1108
0.0426984 0.000807651 1109
0.0420768 0.000806181 1110
0.0414531 0.000805126 1111
0.0411447 0.000803992 1112
0.0408303 0.000804043 1113
0.040521 0.000803092 1114
0.0402081 0.000802841 1115
0.0398933 0.000802969 1116
0.0395785 0.000803097 1117
0.0392657 0.000802826 1118
0.0389514 0.000802865 1119
0.0386456 0.000801219 1120
0.0383327 0.000800965 1121
0.0380185 0.000800965 1122
0.0373945 0.000799968 1123
0.0370825 0.000799538 1124
0.0367693 0.000799341 1125
0.0364585 0.000798675 1126
0.0361437 0.000798791 1127
0.0358397 0.00079679 1128
0.0355339 0.000795138 1129
0.0352193 0.000795214 1130
0.0346004 0.000793184 1131
0.0342859 0.00079324 1132
0.0339717 0.000793257 1133
0.0336568 0.000793392 1134
0.0333422 0.000793477 1135
0.0330274 0.000793601 1136
0.0327127 0.000793705 1137
0.032398 0.000793789 1138
0.0320982 0.000790933 1139
0.0317855 0.000790641 1140
0.0314712 0.000790656 1141
0.0308708 0.000784914 1142
0.0305562 0.000784978 1143
0.0302433 0.000784733 1144
0.0299285 0.000784846 1145
0.0296191 0.000783883 1146
0.0293044 0.000783976 1147
0.02899 0.000784028 1148
0.028681 0.000782983 1149
0.0283694 0.000782456 1150
0.0280546 0.000782568 1151
0.0277414 0.00078236 1152
0.0274269 0.000782421 1153
0.0271134 0.000782273 1154
0.0268057 0.000780964 1155
0.0264937 0.000780514 1156
0.026179 0.000780614 1157
0.025865 0.000780584 1158
0.0255501 0.000780715 1159
0.0252353 0.000780824 1160
0.0249216 0.000780734 1161
0.0246075 0.000780703 1162
0.0242933 0.000780702 1163
0.0239786 0.00078079 1164
0.0236643 0.000780819 1165
0.0233505 0.000780727 1166
0.0230361 0.000780755 1167
0.0227229 0.000780542 1168
0.0224084 0.00078061 1169
0.0220984 0.000779755 1170
0.0217837 0.000779852 1171
0.0214695 0.000779849 1172
0.0211597 0.000778952 1173
0.0208516 0.000777693 1174
0.020537 0.000777779 1175
0.020223 0.000777725 1176
0.0199112 0.000777237 1177
0.0195966 0.000777303 1178
0.019282 0.000777378 1179
0.0189728 0.000776346 1180
0.0186581 0.000776451 1181
0.0183452 0.000776174 1182
0.0180332 0.000775714 1183
0.0177235 0.0007748 1184
0.0174099 0.000774662 1185
0.0170954 0.000774706 1186
0.0167844 0.000774043 1187
0.0161612 0.000772822 1188
0.0158468 0.000772855 1189
0.0155325 0.000772857 1190
0.0152195 0.000772596 1191
0.0149093 0.000771778 1192
0.014597 0.000771374 1193
0.014285 0.000770909 1194
0.013974 0.000770241 1195
0.0136615 0.000769896 1196
0.0133486 0.000769613 1197
0.0130381 0.00076884 1198
0.0127275 0.000768088 1199
0.0124127 0.000768189 1200
0.0120992 0.000768047 1201
0.0117951 0.000765946 1202
0.0111701 0.000765067 1203
0.0102573 0.000758581 1204
0.00994338 0.000758507 1205
0.00963576 0.000757123 1206
0.00932705 0.000755964 1207
0.00901328 0.000755859 1208
0.00870492 0.000754625 1209
0.00840186 0.000752277 1210
0.00808958 0.000751859 1211
0.00777581 0.000751752 1212
0.00746997 0.000749979 1213
0.00715581 0.000749954 1214
0.00684154 0.000749951 1215
0.00652926 0.00074953 1216
0.00621459 0.000749609 1217
0.00590043 0.000749584 1218
0.00558567 0.000749683 1219
0.00527586 0.000748739 1220
0.00498541 0.000743706 1221
0.00467104 0.000743721 1222
0.00435667 0.000743737 1223
0.00404588 0.000742995 1224
0.00373181 0.000742947 1225
0.00343471 0.000739291 1226
0.00312347 0.000738639 1227
0.00280925 0.000738621 1228
0.00249751 0.000738074 1229
0.00218359 0.000737993 1230
0.00186913 0.000738028 1231
0.0015634 0.000736196 1232
0.00124903 0.000736209 1233
0.000935656 0.00073601 1234
0.000323442 0.000732349 1235
1.0416e-05 0.000732074 1236
-0.000303354 0.000731958 1237
