N: 1243
annotation 1	n1	annotation 2	n2	annotation 3	n3	actual overlap	expected overlap	p.value	p.adjusted	BC	p.value(ALT)	p.adjusted(ALT)	BC(ALT)
MAPK_cascade	122	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	6	1.15174	0.000934919	0.0415501		0.999065	1	
MAPK_cascade	122	intellectual_disability	69	Differentiallly expressed proteins	221	5	1.20409	0.00675389	0.195913		0.993246	1	
MAPK_cascade	122	Alzheimer's_disease	209	Differentiallly expressed proteins	221	9	3.64717	0.0101385	0.268377		0.989862	1	
MAPK_cascade	122	hypertension	111	Differentiallly expressed proteins	221	4	1.93701	0.127945	1		0.872055	1	
MAPK_cascade	122	autistic_disorder	66	Differentiallly expressed proteins	221	6	1.15174	0.000934919	0.0415501		0.999065	1	
MAPK_cascade	122	Huntington's_disease	39	Differentiallly expressed proteins	221	2	0.680573	0.147641	1		0.852359	1	
MAPK_cascade	122	Parkinson's_disease	80	Differentiallly expressed proteins	221	5	1.39605	0.0124447	0.30851		0.987555	1	
MAPK_cascade	122	epilepsy_syndrome	109	Differentiallly expressed proteins	221	7	1.90211	0.00273851	0.0934225		0.997261	1	
MAPK_cascade	122	bipolar_disorder	79	Differentiallly expressed proteins	221	3	1.3786	0.158813	1		0.841187	1	
MAPK_cascade	122	schizophrenia	262	Differentiallly expressed proteins	221	13	4.57205	0.000542199	0.0277592		0.999458	1	
MAPK_cascade	122	frontotemporal_dementia	71	Differentiallly expressed proteins	221	5	1.23899	0.00761472	0.214462		0.992385	1	
neurotransmitter_uptake	8	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0755238	0.0731175	1		0.926883	1	
neurotransmitter_uptake	8	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.0789567	0.0763271	1		0.923673	1	
neurotransmitter_uptake	8	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	0.239159	0.00130897	0.0528415		0.998691	1	
neurotransmitter_uptake	8	hypertension	111	Differentiallly expressed proteins	221	1	0.127017	0.120255	1		0.879745	1	
neurotransmitter_uptake	8	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0755238	0.0731175	1		0.926883	1	
neurotransmitter_uptake	8	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0446277	0.04379	0.887569		0.95621	1	
neurotransmitter_uptake	8	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.091544	0.088013	1		0.911987	1	
neurotransmitter_uptake	8	epilepsy_syndrome	109	Differentiallly expressed proteins	221	4	0.124729	3.66472e-06	0.000341399	**	0.999996	1	
neurotransmitter_uptake	8	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.0903997	0.086956	1		0.913044	1	
neurotransmitter_uptake	8	schizophrenia	262	Differentiallly expressed proteins	221	3	0.299807	0.00251304	0.0888594		0.997487	1	
neurotransmitter_uptake	8	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.0812453	0.00272944	0.0934225		0.997271	1	
activation_of_innate_immune_response	43	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.405941	1	1		1	1	
activation_of_innate_immune_response	43	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.424392	1	1		1	1	
activation_of_innate_immune_response	43	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	1.28548	1	1		1	1	
activation_of_innate_immune_response	43	hypertension	111	Differentiallly expressed proteins	221	0	0.682718	1	1		1	1	
activation_of_innate_immune_response	43	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.405941	1	1		1	1	
activation_of_innate_immune_response	43	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.239874	1	1		1	1	
activation_of_innate_immune_response	43	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.492049	0.3915	1		0.6085	1	
activation_of_innate_immune_response	43	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.670417	1	1		1	1	
activation_of_innate_immune_response	43	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.485899	1	1		1	1	
activation_of_innate_immune_response	43	schizophrenia	262	Differentiallly expressed proteins	221	0	1.61146	1	1		1	1	
activation_of_innate_immune_response	43	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.436694	1	1		1	1	
toll-like_receptor_signaling_pathway	10	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0944048	1	1		1	1	
toll-like_receptor_signaling_pathway	10	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0986959	1	1		1	1	
toll-like_receptor_signaling_pathway	10	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.298948	0.262019	1		0.737981	1	
toll-like_receptor_signaling_pathway	10	hypertension	111	Differentiallly expressed proteins	221	0	0.158772	1	1		1	1	
toll-like_receptor_signaling_pathway	10	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0944048	1	1		1	1	
toll-like_receptor_signaling_pathway	10	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0557846	1	1		1	1	
toll-like_receptor_signaling_pathway	10	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.11443	1	1		1	1	
toll-like_receptor_signaling_pathway	10	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.155911	1	1		1	1	
toll-like_receptor_signaling_pathway	10	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.113	1	1		1	1	
toll-like_receptor_signaling_pathway	10	schizophrenia	262	Differentiallly expressed proteins	221	0	0.374758	1	1		1	1	
toll-like_receptor_signaling_pathway	10	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.101557	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.236012	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.24674	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.747371	0.532787	1		0.467213	1	
Fc_receptor_mediated_stimulatory_signali...	25	hypertension	111	Differentiallly expressed proteins	221	1	0.396929	0.330381	1		0.669619	1	
Fc_receptor_mediated_stimulatory_signali...	25	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.236012	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.139462	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.286075	0.250497	1		0.749503	1	
Fc_receptor_mediated_stimulatory_signali...	25	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.389777	0.0571572	1		0.942843	1	
Fc_receptor_mediated_stimulatory_signali...	25	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.282499	1	1		1	1	
Fc_receptor_mediated_stimulatory_signali...	25	schizophrenia	262	Differentiallly expressed proteins	221	3	0.936896	0.0649202	1		0.93508	1	
Fc_receptor_mediated_stimulatory_signali...	25	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.253892	1	1		1	1	
immune_response-activating_signal_transd...	72	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.679714	0.497001	1		0.502999	1	
immune_response-activating_signal_transd...	72	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.71061	1	1		1	1	
immune_response-activating_signal_transd...	72	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	2.15243	0.475733	1		0.524267	1	
immune_response-activating_signal_transd...	72	hypertension	111	Differentiallly expressed proteins	221	2	1.14316	0.317468	1		0.682532	1	
immune_response-activating_signal_transd...	72	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.679714	0.497001	1		0.502999	1	
immune_response-activating_signal_transd...	72	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.401649	0.333079	1		0.666921	1	
immune_response-activating_signal_transd...	72	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.823896	0.199	1		0.801	1	
immune_response-activating_signal_transd...	72	epilepsy_syndrome	109	Differentiallly expressed proteins	221	3	1.12256	0.10147	1		0.89853	1	
immune_response-activating_signal_transd...	72	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.813597	0.561093	1		0.438907	1	
immune_response-activating_signal_transd...	72	schizophrenia	262	Differentiallly expressed proteins	221	4	2.69826	0.345725	1		0.654275	1	
immune_response-activating_signal_transd...	72	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.731208	0.522673	1		0.477327	1	
innate_immune_response-activating_signal...	42	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.3965	1	1		1	1	
innate_immune_response-activating_signal...	42	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.414523	1	1		1	1	
innate_immune_response-activating_signal...	42	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	1.25558	1	1		1	1	
innate_immune_response-activating_signal...	42	hypertension	111	Differentiallly expressed proteins	221	0	0.666841	1	1		1	1	
innate_immune_response-activating_signal...	42	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.3965	1	1		1	1	
innate_immune_response-activating_signal...	42	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.234295	1	1		1	1	
innate_immune_response-activating_signal...	42	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.480606	0.384402	1		0.615598	1	
innate_immune_response-activating_signal...	42	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.654826	1	1		1	1	
innate_immune_response-activating_signal...	42	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.474599	1	1		1	1	
innate_immune_response-activating_signal...	42	schizophrenia	262	Differentiallly expressed proteins	221	0	1.57399	1	1		1	1	
innate_immune_response-activating_signal...	42	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.426538	1	1		1	1	
dopamine_receptor_signaling_pathway	14	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.132167	1	1		1	1	
dopamine_receptor_signaling_pathway	14	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.138174	1	1		1	1	
dopamine_receptor_signaling_pathway	14	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.418528	0.346608	1		0.653392	1	
dopamine_receptor_signaling_pathway	14	hypertension	111	Differentiallly expressed proteins	221	0	0.22228	1	1		1	1	
dopamine_receptor_signaling_pathway	14	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.132167	1	1		1	1	
dopamine_receptor_signaling_pathway	14	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0780985	1	1		1	1	
dopamine_receptor_signaling_pathway	14	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.160202	0.148975	1		0.851025	1	
dopamine_receptor_signaling_pathway	14	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.218275	0.197698	1		0.802302	1	
dopamine_receptor_signaling_pathway	14	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.1582	1	1		1	1	
dopamine_receptor_signaling_pathway	14	schizophrenia	262	Differentiallly expressed proteins	221	0	0.524662	1	1		1	1	
dopamine_receptor_signaling_pathway	14	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.142179	1	1		1	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0755238	0.0731175	1		0.926883	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.0789567	0.0763271	1		0.923673	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	0.239159	0.0220627	0.496379		0.977937	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	hypertension	111	Differentiallly expressed proteins	221	1	0.127017	0.120255	1		0.879745	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0755238	0.0731175	1		0.926883	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0446277	1	1		1	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.091544	1	1		1	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.124729	0.118205	1		0.881795	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.0903997	0.086956	1		0.913044	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	schizophrenia	262	Differentiallly expressed proteins	221	2	0.299807	0.0336659	0.712162		0.966334	1	
Wnt_signaling_pathway,_calcium_modulatin...	8	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.0812453	0.00272944	0.0934225		0.997271	1	
chemical_synaptic_transmission	124	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	15	1.17062	2.13389e-13	7.38363e-11	***	1	1	
chemical_synaptic_transmission	124	intellectual_disability	69	Differentiallly expressed proteins	221	14	1.22383	7.65984e-12	1.8553e-09	***	1	1	
chemical_synaptic_transmission	124	Alzheimer's_disease	209	Differentiallly expressed proteins	221	22	3.70696	5.28803e-12	1.50685e-09	***	1	1	
chemical_synaptic_transmission	124	hypertension	111	Differentiallly expressed proteins	221	8	1.96877	0.000711122	0.0321947		0.999289	1	
chemical_synaptic_transmission	124	autistic_disorder	66	Differentiallly expressed proteins	221	15	1.17062	2.13389e-13	7.38363e-11	***	1	1	
chemical_synaptic_transmission	124	Huntington's_disease	39	Differentiallly expressed proteins	221	5	0.69173	0.000561576	0.0277592		0.999438	1	
chemical_synaptic_transmission	124	Parkinson's_disease	80	Differentiallly expressed proteins	221	10	1.41893	1.10696e-06	0.000119164	***	0.999999	1	
chemical_synaptic_transmission	124	epilepsy_syndrome	109	Differentiallly expressed proteins	221	26	1.9333	2.05753e-23	3.32238e-20	***	1	1	
chemical_synaptic_transmission	124	bipolar_disorder	79	Differentiallly expressed proteins	221	12	1.4012	8.96056e-09	1.55025e-06	***	1	1	
chemical_synaptic_transmission	124	schizophrenia	262	Differentiallly expressed proteins	221	34	4.647	1.4772e-21	1.19265e-18	***	1	1	
chemical_synaptic_transmission	124	frontotemporal_dementia	71	Differentiallly expressed proteins	221	11	1.2593	3.15793e-08	4.63568e-06	***	1	1	
neurotransmitter_secretion	36	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	3	0.339857	0.00456073	0.14535		0.995439	1	
neurotransmitter_secretion	36	intellectual_disability	69	Differentiallly expressed proteins	221	3	0.355305	0.00516756	0.157439		0.994832	1	
neurotransmitter_secretion	36	Alzheimer's_disease	209	Differentiallly expressed proteins	221	6	1.07621	0.000591013	0.02863		0.999409	1	
neurotransmitter_secretion	36	hypertension	111	Differentiallly expressed proteins	221	1	0.571578	0.439051	1		0.560949	1	
neurotransmitter_secretion	36	autistic_disorder	66	Differentiallly expressed proteins	221	3	0.339857	0.00456073	0.14535		0.995439	1	
neurotransmitter_secretion	36	Huntington's_disease	39	Differentiallly expressed proteins	221	3	0.200825	0.00100099	0.0436848		0.998999	1	
neurotransmitter_secretion	36	Parkinson's_disease	80	Differentiallly expressed proteins	221	3	0.411948	0.00779857	0.214648		0.992201	1	
neurotransmitter_secretion	36	epilepsy_syndrome	109	Differentiallly expressed proteins	221	9	0.561279	2.33335e-09	4.91448e-07	***	1	1	
neurotransmitter_secretion	36	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.406799	0.336615	1		0.663385	1	
neurotransmitter_secretion	36	schizophrenia	262	Differentiallly expressed proteins	221	7	1.34913	0.000300336	0.0175289		0.9997	1	
neurotransmitter_secretion	36	frontotemporal_dementia	71	Differentiallly expressed proteins	221	5	0.365604	2.69121e-05	0.00213719	*	0.999973	1	
axon_guidance	40	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	3	0.377619	0.0061454	0.181523		0.993855	1	
axon_guidance	40	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.394784	0.0587853	1		0.941215	1	
axon_guidance	40	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	1.19579	0.116061	1		0.883939	1	
axon_guidance	40	hypertension	111	Differentiallly expressed proteins	221	2	0.635087	0.132087	1		0.867913	1	
axon_guidance	40	autistic_disorder	66	Differentiallly expressed proteins	221	3	0.377619	0.0061454	0.181523		0.993855	1	
axon_guidance	40	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.223139	0.201057	1		0.798943	1	
axon_guidance	40	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.45772	0.369962	1		0.630038	1	
axon_guidance	40	epilepsy_syndrome	109	Differentiallly expressed proteins	221	5	0.623644	0.000349361	0.0199104		0.999651	1	
axon_guidance	40	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.451999	0.36629	1		0.63371	1	
axon_guidance	40	schizophrenia	262	Differentiallly expressed proteins	221	5	1.49903	0.0157629	0.376154		0.984237	1	
axon_guidance	40	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.406227	0.0618311	1		0.938169	1	
synapse_assembly	16	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	3	0.151048	0.00040877	0.022002		0.999591	1	
synapse_assembly	16	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.157913	0.0105099	0.275202		0.98949	1	
synapse_assembly	16	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.478318	0.385221	1		0.614779	1	
synapse_assembly	16	hypertension	111	Differentiallly expressed proteins	221	1	0.254035	0.226203	1		0.773797	1	
synapse_assembly	16	autistic_disorder	66	Differentiallly expressed proteins	221	3	0.151048	0.00040877	0.022002		0.999591	1	
synapse_assembly	16	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0892554	1	1		1	1	
synapse_assembly	16	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.183088	0.0139521	0.339634		0.986048	1	
synapse_assembly	16	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.249457	0.222589	1		0.777411	1	
synapse_assembly	16	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.180799	1	1		1	1	
synapse_assembly	16	schizophrenia	262	Differentiallly expressed proteins	221	1	0.599613	0.457933	1		0.542067	1	
synapse_assembly	16	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.162491	0.150864	1		0.849136	1	
axo-dendritic_transport	11	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.103845	0.099161	1		0.900839	1	
axo-dendritic_transport	11	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.108565	1	1		1	1	
axo-dendritic_transport	11	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	0.328843	0.0408765	0.831997		0.959123	1	
axo-dendritic_transport	11	hypertension	111	Differentiallly expressed proteins	221	2	0.174649	0.0124825	0.30851		0.987518	1	
axo-dendritic_transport	11	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.103845	0.099161	1		0.900839	1	
axo-dendritic_transport	11	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0613631	0.0597263	1		0.940274	1	
axo-dendritic_transport	11	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.125873	0.00663427	0.193602		0.993366	1	
axo-dendritic_transport	11	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.171502	0.0120552	0.301023		0.987945	1	
axo-dendritic_transport	11	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.1243	1	1		1	1	
axo-dendritic_transport	11	schizophrenia	262	Differentiallly expressed proteins	221	1	0.412234	0.343425	1		0.656575	1	
axo-dendritic_transport	11	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.111712	0.00525738	0.159175		0.994743	1	
anterograde_axonal_transport	6	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0566429	1	1		1	1	
anterograde_axonal_transport	6	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0592175	1	1		1	1	
anterograde_axonal_transport	6	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.179369	1	1		1	1	
anterograde_axonal_transport	6	hypertension	111	Differentiallly expressed proteins	221	1	0.095263	0.0916031	1		0.908397	1	
anterograde_axonal_transport	6	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0566429	1	1		1	1	
anterograde_axonal_transport	6	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0334708	1	1		1	1	
anterograde_axonal_transport	6	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.068658	1	1		1	1	
anterograde_axonal_transport	6	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.0935465	0.0900166	1		0.909983	1	
anterograde_axonal_transport	6	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0677998	1	1		1	1	
anterograde_axonal_transport	6	schizophrenia	262	Differentiallly expressed proteins	221	0	0.224855	1	1		1	1	
anterograde_axonal_transport	6	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.060934	0.0594329	1		0.940567	1	
hormone-mediated_signaling_pathway	14	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.132167	0.124486	1		0.875514	1	
hormone-mediated_signaling_pathway	14	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.138174	0.129788	1		0.870212	1	
hormone-mediated_signaling_pathway	14	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	0.418528	0.0638192	1		0.936181	1	
hormone-mediated_signaling_pathway	14	hypertension	111	Differentiallly expressed proteins	221	2	0.22228	0.0200265	0.457609		0.979973	1	
hormone-mediated_signaling_pathway	14	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.132167	0.124486	1		0.875514	1	
hormone-mediated_signaling_pathway	14	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0780985	1	1		1	1	
hormone-mediated_signaling_pathway	14	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.160202	1	1		1	1	
hormone-mediated_signaling_pathway	14	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.218275	1	1		1	1	
hormone-mediated_signaling_pathway	14	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.1582	0.147247	1		0.852753	1	
hormone-mediated_signaling_pathway	14	schizophrenia	262	Differentiallly expressed proteins	221	2	0.524662	0.0945671	1		0.905433	1	
hormone-mediated_signaling_pathway	14	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.142179	0.133306	1		0.866694	1	
regulation_of_cardiac_muscle_hypertrophy	10	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
regulation_of_cardiac_muscle_hypertrophy	10	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0986959	1	1		1	1	
regulation_of_cardiac_muscle_hypertrophy	10	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.298948	0.262019	1		0.737981	1	
regulation_of_cardiac_muscle_hypertrophy	10	hypertension	111	Differentiallly expressed proteins	221	1	0.158772	0.148014	1		0.851986	1	
regulation_of_cardiac_muscle_hypertrophy	10	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
regulation_of_cardiac_muscle_hypertrophy	10	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0557846	0.0544431	1		0.945557	1	
regulation_of_cardiac_muscle_hypertrophy	10	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.11443	1	1		1	1	
regulation_of_cardiac_muscle_hypertrophy	10	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.155911	0.145531	1		0.854469	1	
regulation_of_cardiac_muscle_hypertrophy	10	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.113	1	1		1	1	
regulation_of_cardiac_muscle_hypertrophy	10	schizophrenia	262	Differentiallly expressed proteins	221	2	0.374758	0.0515225	1		0.948477	1	
regulation_of_cardiac_muscle_hypertrophy	10	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.101557	1	1		1	1	
protein_kinase_A_signaling	5	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0472024	1	1		1	1	
protein_kinase_A_signaling	5	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0493479	1	1		1	1	
protein_kinase_A_signaling	5	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.149474	1	1		1	1	
protein_kinase_A_signaling	5	hypertension	111	Differentiallly expressed proteins	221	0	0.0793858	1	1		1	1	
protein_kinase_A_signaling	5	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0472024	1	1		1	1	
protein_kinase_A_signaling	5	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0278923	1	1		1	1	
protein_kinase_A_signaling	5	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.057215	1	1		1	1	
protein_kinase_A_signaling	5	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.0779555	0.0755902	1		0.92441	1	
protein_kinase_A_signaling	5	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0564998	1	1		1	1	
protein_kinase_A_signaling	5	schizophrenia	262	Differentiallly expressed proteins	221	0	0.187379	1	1		1	1	
protein_kinase_A_signaling	5	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.0507783	1	1		1	1	
synaptic_vesicle_exocytosis	26	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	2	0.245452	0.0246043	0.544242		0.975396	1	
synaptic_vesicle_exocytosis	26	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.256609	0.0267287	0.583244		0.973271	1	
synaptic_vesicle_exocytosis	26	Alzheimer's_disease	209	Differentiallly expressed proteins	221	4	0.777266	0.0068346	0.197074		0.993165	1	
synaptic_vesicle_exocytosis	26	hypertension	111	Differentiallly expressed proteins	221	1	0.412806	0.341064	1		0.658936	1	
synaptic_vesicle_exocytosis	26	autistic_disorder	66	Differentiallly expressed proteins	221	2	0.245452	0.0246043	0.544242		0.975396	1	
synaptic_vesicle_exocytosis	26	Huntington's_disease	39	Differentiallly expressed proteins	221	3	0.14504	0.000378703	0.0210865		0.999621	1	
synaptic_vesicle_exocytosis	26	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.297518	0.0351235	0.730241		0.964877	1	
synaptic_vesicle_exocytosis	26	epilepsy_syndrome	109	Differentiallly expressed proteins	221	7	0.405368	8.95549e-08	1.20507e-05	***	1	1	
synaptic_vesicle_exocytosis	26	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.293799	1	1		1	1	
synaptic_vesicle_exocytosis	26	schizophrenia	262	Differentiallly expressed proteins	221	4	0.974372	0.0148733	0.360248		0.985127	1	
synaptic_vesicle_exocytosis	26	frontotemporal_dementia	71	Differentiallly expressed proteins	221	4	0.264047	0.00012133	0.00759082		0.999879	1	
synaptic_vesicle_priming	10	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
synaptic_vesicle_priming	10	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.0986959	0.00409368	0.135827		0.995906	1	
synaptic_vesicle_priming	10	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	0.298948	0.0341009	0.71512		0.965899	1	
synaptic_vesicle_priming	10	hypertension	111	Differentiallly expressed proteins	221	0	0.158772	1	1		1	1	
synaptic_vesicle_priming	10	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
synaptic_vesicle_priming	10	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0557846	0.0544431	1		0.945557	1	
synaptic_vesicle_priming	10	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.11443	0.108797	1		0.891203	1	
